author_username,created_at,impression_count,like_count,reply_count,retweet_count,text
Meir_Rubin,1689085776,29841,208,32,0,🤦🤦🤦 https://t.co/sqUSOZePai
Meir_Rubin,1689186536,25669,19,5,0,"@Yehuda_Gizbar @matanoss כן, בעצם. ראיתי פרק אחד מסיינפלד, אחד מחברים, כמה משפחת סימפסון ועוד פה ושם."
Meir_Rubin,1695362052,125412,1481,171,151,"רוטמן: ""האם בהפגנה מול פורום קהלת הותקף המנכ""ל פיזית?""

שרף: ""לא"".

ובכן, הותקפתי פיזית."
Meir_Rubin,1696672045,1096,10,0,0,מלא פה אבל מבקשים שיגיעו עוד. https://t.co/vgACuEcnaw
Meir_Rubin,1696667833,7138,71,4,6,בואו. https://t.co/pTMSnZdLiX
Meir_Rubin,1689221536,14175,140,12,5,לא נגעתי. https://t.co/zfopd5IaBX
Meir_Rubin,1689175491,40352,90,42,0,"עונה 1 פרק 2, עלילה מופרכת לחלוטין על דתי לאומי שמאמין שיש קדושה בחתיכת בשר בגלל שאפשר לראות בה פרצוף מעוך. מצד שני, נרשם חיוך על הביטוי ""צדיק בלי תיק"" אז יצאנו עם משהו. https://t.co/6yBHpZPZfY"
Meir_Rubin,1689152369,2763,20,6,0,@amsterdamski2 בסנדלים 9 חודשים בשנה. https://t.co/WhH7j6tw9M
Meir_Rubin,1689098550,479,8,0,0,"@BarkolAmir נולד בגינה שלנו לחתולת רחוב, מחפש בית חם. https://t.co/cZrNCdOkWw"
Meir_Rubin,1689087462,50727,156,49,0,"עונה 1 פרק 1, מעל מאה שחקנים ואנשי צוות הפקה הפיקו לכאן ***חינוכית*** פרק שבו מנהלת סופר מפתיעה עובד ערום במשרד שלה וקופאית נושכת לקוח קשיש עד זוב דם. 0 חיוכים מצידי. https://t.co/jRqKLhkxGN"
Meir_Rubin,1689078429,4621,24,3,0,פרקים 4-8... אאוץ'. https://t.co/0A4uEeVV39
Meir_Rubin,1689068517,1137,24,2,1,"ברור שניסו לתת לאמבולנס לעבור, בפועל מעכבים אותו מאוד לעומת מצב רגיל. ""נרשמים עיכובים משמעותיים בתנועת אמבולנסים"" זאת מציאות עובדתית פשוטה.

הנה: https://t.co/efHAQbFkqR"
Meir_Rubin,1689067945,10222,185,38,7,בושה. https://t.co/urpBVDJSFe
Meir_Rubin,1689052370,970,7,3,0,@GutmanYotam @OmerPerchik וזאת אשתי בחדר הפיקוד של ספינת המלחמה הראשית. מוזמן למצוא לי תמונה שלך מחדר הפיקוד של ספינת מלחמה זרה. https://t.co/uKoiQCQctU
Meir_Rubin,1689052281,2885,14,5,0,"@GutmanYotam @OmerPerchik קח, ליצן. אני  Ship Agent בפארל הארבור על ספינת עבודה מלוכלכת. https://t.co/nTqQTmYJ2C"
Meir_Rubin,1689051172,1793,40,3,0,@GutmanYotam @OmerPerchik יש עוד המון. https://t.co/RBRv49old7
Meir_Rubin,1689051105,10332,93,9,0,"@GutmanYotam @OmerPerchik מקייאקים ועד ספינות מלחמה וספינות מפרש חינוכיות שמקיפות את העולם בכל שנה, יצא לי לחוות לא מעט. תודה ששאלת. https://t.co/2v4vEZIl1I"
Meir_Rubin,1689002901,140,0,1,0,"@GadiAleks נשיא בית הדין הארצי לעבודה דאז סטיב אדלר גם לא משכנע אותך? ""אינם בגדר שביתה חוקית"" משפט בעברית שמשמעו שהצעדים שננקטו הם שביתה לא חוקית. https://t.co/ExG6kOfUdQ"
Meir_Rubin,1688961811,84833,761,47,3,"אצפה בפרק של קופה ראשית על כל 100 לייקים פה... אל תגזימו אבל.
https://t.co/9GT21doiXN"
Meir_Rubin,1688928212,259,1,1,0,@gontarzn זה מתוך פסק דין 'בזק' של העליון. https://t.co/bLURz4Owob
Meir_Rubin,1688925333,1638,44,3,2,קלאסי. https://t.co/BiLYf4d9W0
Meir_Rubin,1688918727,11669,198,23,29,"עובדים, בשבילכם. https://t.co/F9FzCpj0iG"
Meir_Rubin,1689181115,4633,20,4,0,"@Yehuda_Gizbar אני לא ""חווה סדרות"", זאת פעם ראשונה בחיי שאני רואה סדרה ככה."
Meir_Rubin,1689187135,4116,28,2,0,"@matanoss @Yehuda_Gizbar אני יליד 1983. בבית לא הייתה טלוויזיה ובאופן כללי העדפתי ספרים או ספורט. כן ראיתי לא מעט פרקים של דנבר הדינוזאור האחרון אצל שכנים בימי שלישי אחר הצהריים, אבל זה היה לפני 30 שנה בערך."
MisgavINS,1695991963,501646,162,130,25,"שלוש שנים להסכמי אברהם - עתיד השלום האזורי
כנס מיוחד של מכון משגב לביטחון לאומי ולאסטרטגיה ציונית בהשתתפות נציגים רשמיים, שרים ובכירים ממדינות האיזור

להרשמה: https://t.co/wA1ZE646KR https://t.co/ytUex2gIC9"
MisgavINS,1692772449,737,2,0,1,"ראש מכון משגב לביטחון לאומי ואסטרטגיה ציונית, מאיר בן שבת: נכון להמשיך במדיניות הבידול בין עזה לאיו""ש ולבחון מחדש את המדיניות בנוגע להיתרי העבודה לפלסטינים מהרצועה. נכון להגביר את מאמצי הסיכול במיוחד כנגד תשתיות חמאס בכל שטחי יו""ש.

לקריאת הכתבה המלאה:
https://t.co/6rCaONIQfH https://t.co/zKOXGjY8A7"
ptr_dvd,1694019874,9599,408,31,34,"דברים חשובים מפי ראש הרשות המחוקקת.
מציע לכם לצפות בדברים המלאים ולא להסתפק בכותרות ובמיסגור שבוחרים עבורכם אחרים."
ptr_dvd,1689762316,10698,112,53,4,"מה גורם לאנשים רציונליים לא להכין מלפפונים כבושים?
פי אלף יותר טעים מכל מה שתקנו, כלום כסף, מוכן תוך ימים ספורים בחום הזה.
וזיכרונות ילדות מכים בכם כאילו יש קוקטייל אייוואסקה, סן-פדרו, דיאמטי ופסילוסיבין בכל ביס.
מוש. https://t.co/OTPZmliPfP"
ptr_dvd,1692897560,7728,71,20,2,"מוסרית מדובר במעשה מתועב ושפל.
אך יש קשיים תאורטיים לא מבוטלים ביישום הפללה של שקרים שקודמים ליחסי מין.
קו הגבול בין מעשה פלילי ללא פלילי כלל לא ניתן לשירטוט ויש אינדיקציות ליישום בפועל בעיקר במקרים של גברים בני מיעוטים ואוכלוסיות שוליים שמתחזים לשכבות הגבוהות.
ראוי לדיון ציבורי."
ptr_dvd,1696577301,102849,813,68,64,"החולשה שמקרינה מדינת ישראל בתחומי הביטחון וביטחון הפנים מזכירה לי ילד שמשחק שחמט.
הוא מספר לעצמו שאובדן הרץ, הצריח והפרש זו הקרבה (""גמביט"") כי יש לו מהלך על מה שחשוב באמת.
רק שמהר מאוד מסתבר שלא עסקינן בבובי פישר ולא במיכאיל טל אלא בילד רגיל שנשאר בלי כלים.
יקיץ הרי הקץ על האשליה שסעודיה, המב""מ ואיראן, חשובים ככל שיהיו - הם הצדקה להפקרות שמתחוללת כאן.
וקצה של אשליה זה תמיד אירוע מכוער."
ptr_dvd,1693244025,3960,143,11,10,"זה המקום להזכיר שיש לפורוש רקורד עשיר מאוד של ביקורים אצל ברלנד לאחר שנעצר ואף לאחר שהורשע וקידום אינטרסים שלו כמו מאבק על מקומו בל""ג בעומר במירון.
חרפה מוסרית איומה. קלון גדול.
אין בי אלא בוז לחברי הקואליציה שלא אומרים מילה על התופעות הללו. https://t.co/wTKIAYKw4k"
ptr_dvd,1689530609,2166,24,10,1,אין הרבה שמחות כמו השמחה כשג'וקוביץ' מפסיד
ptr_dvd,1689774516,11901,251,70,9,מה היה לפני שהתפתחה עילת הסבירות הרחבה?
ptr_dvd,1690708547,14736,411,55,25,"לא הבנתי. חשבתי שסבירות תביא דיקטטורה.
אני מבולבל כבר."
ptr_dvd,1690535926,4069,59,8,2,פרופ' אדם שנער צודק
ptr_dvd,1695879137,91013,1476,64,51,"זה לא סתם סטנד-אפ, זו אומנות.
גאון. https://t.co/MLmFcgbG1F"
ptr_dvd,1694619620,18911,351,58,24,"אין יום שאני לא אומר תודה על כך שנפל בחלקי לעבוד לצד אנשים כל כך נפלאים.
שנה טובה."
ptr_dvd,1688920396,47438,645,158,67,"מתי תתעוררו?
כשיישפך דם? https://t.co/sK4xayI7nB"
ptr_dvd,1690187965,17251,349,38,43,"צפו!
---
ובהרחבה: מתקשים להתמודד עם העובדה שפספסתם אותי אתמול בערב בפאנל של 'חדשות הלילה' ב @kann_news?
לציוץ זה מצורף מזור למכאובכם.
קחו כוס קפה וצפו: https://t.co/8D5pSI3hZX"
ptr_dvd,1694538331,75537,1402,471,168,"אני אזרח ישראל.
אני לא רוצה שופט שזו תפיסתו בתור נשיא בית המשפט העליון במדינתי.
מה בכוחי לעשות כדי להשפיע בעניין? https://t.co/GnxnsimUi8"
ptr_dvd,1694442875,20229,245,29,53,"להלן קטע מתוך דברי ההסבר להצעת חוק יסוד בתי המשפט.
הצעת החוק הזו לבסוף נחקקה בפברואר 1984 כחוק יסוד השפיטה.
סעיף 15(ג) העניק לביהמ""ש סמכות להעניק סעדים על פי דין אם אין בחקיקה סמכות עניינית לערכאה אחרת, או אף במקביל לערכאה אחרת אם יש הצדקה לכך. זה הכל.
הכנסת אמרה במפורש שאם תרצה להעניק לבית המשפט סמכויות חוקתיות היא תעשה זאת בבירור בחוק יסוד עתידי.
לא בכדי פסק דין בנק המזרחי לא נתלה בסעיף הזה. כי זה פשוט שגוי.
כיום בתקשורת, לדוג' @sefiova, אומרים שס' 15(ג) מקנה אפילו סמכות על-חוקתית אל מעבר לחוק יסוד השפיטה ואל מעבר לחוקי היסוד עצמם.
זו פשוט טעות.
זה מביך שיש אפילו עותרים שטוענים את זה בפני בית המשפט בבג""ץ הסבירות.
אפשר להסכים שנקיים את הדיון בתוך גבולות ההגיון, המשפט והאמת?"
ptr_dvd,1693396792,32245,961,60,135,"אין שום משמעות למאמר של אהרן ברק שמנסה לבסס מקורות ראשוניים חדשים לשיטת המשפט בישראל.
בדמוקרטיה יש 3 מקורות לנורמות משפטיות:
א. הפרלמנט - בחקיקה.
ב. הממשלה - בתקנות.
ג. בית המשפט - בפסיקה.
אנחנו לא בישיבת מקובלים ונשיא ביהמ""ש העליון בדימוס אהרן ברק לא כותב סודות על קלף."
ptr_dvd,1689577174,11978,267,21,62,אופסי בופס https://t.co/FN4FvLz58E
ptr_dvd,1696341730,23664,553,51,12,"טוב מסתבר שביני אשכנזי חסם אותי על התגובה הזו.
🤷‍♂️"
ptr_dvd,1693981913,16559,376,22,48,"תמיד כדאי להזכיר שהש' קרא בדעת מיעוט סבר שצריך לבטל את חוק הלאום כי הזכות להגדרה עצמית לאומית של היהודים בישראל, השפה העברית וההתיישבות היהודית  ""שוללים את ליבת הזהות הדמוקרטית של המדינה ומזעזעים את אמות הסיפים של המבנה החוקתי"".
כלומר הקונצנזוס הכי רחב של המפעל הציוני הצדיק בעיני הש' קרא לשבור את כל שיטת המשטר הדמוקרטית ולבטל חוק יסוד.
ומה לדעתכם יקרה אם אבי מעוז, לדוג', יהיה שופט והוא יכריע מה פוגע ביהדותה של המדינה?
אתם מבינים שהכרעתו תיגבר על כל חקיקה?
חברים, הלכנו לאיבוד.
בבקשה מכם, בואו נשוב לכנסת.
זה מאלץ את כל קצוות החברה להתיישב ולמצוא מכנה משותף. ואם אחרי זמן מה לא מרוצים, אז משנים.
אבל כולם חלק מהמעגל.
הכנסת היא ארוחה גדולה שבה יושבים השכנים הערבים, העולים החדשים מצרפת, הדודה שהתגרשה ועכשיו היא לסבית שמפעילה בית תמחוי, האחיין שהתחרד והוא יושב עם הסבא ללמוד, הגרוש החמוד שעדיין מגיע והוא מח""ט בבקעה והגיס שפתח סדנאות להעמקת הקשר אדם-כלב בעין גדי.
כן וגם יש את הבלתי נסבלים וזה מצוין, זה חלק מהאווירה.
זה נהדר.
הש' פוגלמן לבד, הש' קרא לבד או הש' העתידי אבי מעוז לבדם זה אסון.
תנו לחירות הפוליטית לפרוח.
כבשן הפשרות הזה מייצר את התוצאה שרוב האנשים רוב הזמן חיים איתה בשלום.
הרוב משתנה, הזמן משתנה וגם ההחלטה משתנה.
יחי הפרלמנטריזם.
תחי הכנסת."
ptr_dvd,1695979884,27155,607,89,69,"שימו לב להחלטת השופט אלטוביה בעתירת ראש יהודי נגד עיריית תל אביב שהחליטה לשלול את ההיתרים שלהם לאירועי סוכות ושמחת תורה.
החוק החדש הגביל את סמכות ביהמ""ש מלדון בסבירות החלטות של שרים ומליאת הממשלה בלבד.
איך זה קשור בכלל לעתירה נגד החלטה של עיריית ת""א?
זה לא קשור.
תמוה ביותר. https://t.co/kC9y28teNU"
