username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation
AmiadCohen,0,"['Criticizing political establishment', 'Advocating for judicial reform', 'Questioning media bias']","['Kohelet Forum', 'Prosecutors', 'Left-wing activists']","['Benjamin Netanyahu', 'Simcha Rothman', 'Religious Zionism Party']",70,"['מה שיפה אצל פינק זאת אמונה עמוקה בחזקת החפות של מחבלים, אבל גם אחרי ההתנהלות הביזיונית של הפרקליטות, הוא מרשיע מראש את ראש ממשלת ישראל. בדיחה', 'הם חושבים שנתניהו יפליל את עצמו? הרי מילצין כבר מעיד עכשיו.. עדיין לא ברור לי']","['cynical', 'frustrated']","['Reduce judicial oversight', 'Strengthen parliamentary power', 'Promote right-wing agenda']","Highly critical of left-wing and establishment figures, strongly supportive of right-wing political agenda and judicial reform.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
AmiadCohen,1,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's identity as a Jewish nation-state""]","['Benny Gantz', 'The left', 'The media', 'The academia', 'The prosecution']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Kohelet Forum']",75,"['אם הם מדברים כמו פשסטים עם סמלים של פשיסטים ורק להם מותר לדבר, כמו אצל פשיסטים אז מה זה אומר עליהם?', 'מעניין מאד מה חשבו האבות המיסדים של ארה']","['cynical', 'angry']","['Recalibrate the relationship between parliament and the courts', 'Strengthen parliamentary power and reduce judicial oversight']","Strongly ideological, perceiving the left and the judiciary as adversaries to be opposed and delegitimized.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
AmiadCohen,2,"['Defending judicial reform and reduced government power', 'Criticizing left-wing and activist judges', 'Promoting free-market economics and privatization']","['Benny Gantz', 'Yair Lapid', 'Israeli Supreme Court', 'Labor unions', 'Kohelet Forum']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Kohelet Forum']",70,"['מועצת החכמים העליונה תדון האם תוצאות הבחירות ראויות בעיניהם דמוקרטיה אומרים לכם...', 'לא מצליח למצוא את העקרון הליברלי שתומכי החירות דה לא שמעטא כמו רוזנאי מאמינים בה, שמצדיק ששתי תחנות הרדיו החזקות במדינה יהיו ממשלתיות ואחת מהן שייכת בכלל לצבא. ליברל אמיתי היה טוען שצריך לסגור אותה.']","['cynical', 'frustrated']","['Promote judicial reform and reduced government power', 'Advocate for free-market economics and privatization', ""Defend Israel's identity as a Jewish nation-state""]","Strongly ideological, distrustful of left-wing and activist institutions, and determined to advance a conservative, free-market agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
AmiadCohen,3,"['Criticizing the Israeli judiciary', 'Advocating for reduced government regulation', ""Promoting Israel's Jewish national identity""]","['Israeli Supreme Court', 'Israeli media', 'Left-wing political groups']","['Kohelet Forum', 'Benjamin Netanyahu', 'Simcha Rothman']",70,"['היום, שופטים שלא נבחרו על ידי הציבור, הולכים לדון, האם פקידה, שלא נבחרה על ידי הציבור, יכולה לפטר באופן שרירותי ראש ממשלה, שכן נבחר על ידי הציבור.', 'אם רוצים שלכתב אישום תהיה השפעה פוליטית, צריך שהוא יעבור אישור של חבר מושבעים שמייצגים את הציבור. לא ייתכן שפקיד לא נבחר יכריע לבדו את גורל הבחירות הדמוקרטיות.']","['cynical', 'frustrated']","['Reduce judicial oversight of the government', 'Strengthen parliamentary power over the judiciary']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
AmiadCohen,4,"['Promoting judicial reform and reduced oversight', 'Advocating for free-market economics and privatization', 'Opposing labor unions and government control']","['Kohelet Forum', 'Aharon Barak', 'Supreme Court', 'Labor unions', 'Government regulation']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['מסתבר שמיראלשווילי מסייע כספית לעובדים קשי יום כדי שיוכלו לנוח ביום המנוחה החוקי של מדינת ישראל, ולבלות עם הילדים שלהם ובחיק משפחתם. ראוי', 'ברייטמן יודע שהוא לא שכנע אף אחד ללמוד ליבה בציוץ הזה. אבל כשהאישי הוא הפוליטי, אין צלם אנוש, אין בני אדם. ובשם האידאולוגיה המופשטת שלו הוא מרגיש חובה להשפיל מישהו, כדי שהחרדים האלה ילמדו לקח. בחילה']","['cynical', 'angry']","['Reduce judicial oversight and increase parliamentary power', 'Promote free-market economics and privatization']","Strongly ideological, views political opponents as adversaries to be defeated rather than citizens to be represented.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
AmiadCohen,5,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Criticizing political opponents and institutions']","['Kohelet Forum', 'Hadas Shtaif', 'Kobe Shabtai', 'Avi Bitton', 'Yair Lapid']","['Amiad Cohen', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['אני לא מבין, מה הלקחים שלהם ממלחמת אוקראינה? במקומם הייתי קונה מלאאאאאאא פגזי ארטילריה מדויקים', 'מצד אחד ממשלת ', ' סוציאליסטית, מצד שני ממשלת שמאל פרוגרסיבי סוציאליסטי. 😭']","['angry', 'cynical']","[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Criticizing political opponents']","The user exhibits a strong ideological stance, aggressively criticizing political opponents and institutions that do not align with their conservative, nationalist views.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,0,"['Opposing judicial oversight and supporting parliamentary power', ""Promoting Israel's Jewish nation-state identity"", 'Criticizing metaphysical and activist politics']","['Kohelet Forum', 'Activist lawyers', 'State-seeking rabbis']","['Rafael Nadal', 'Novak Djokovic']",70,"['דרך רשעים צלחה אמר ירמיהו. אין שום יכולת לסמוך על ניצחון האמת, הטוב או הצדק. לכן על היהודים להיות חמושים.', 'השפה האלימה שלך בשילוב חוסר היכולת שלך להחזיק טיעון זה אחד הדברים הכי מעייפים בטוויטר. מיציתי.']","['angry', 'cynical']","['Reducing government regulation and control', ""Promoting Israel's Jewish identity""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,1,"['Promoting parliamentary democracy over judicial oversight', 'Criticizing left-wing views and policies', ""Defending the government's judicial reform agenda""]","['Bernie Sanders', 'Dina Zilber', 'The left-wing media']","['Simcha Rothman', 'Yariv Levin', 'Kohelet Forum']",70,"['השמאל הטוטליטרי רוצה להדיח שופטים שהוא לא אוהב את פסיקותיהם.', 'לא סומך על אנשים עם טי-שירט במכנסיים']","['angry', 'cynical']","['Promote parliamentary democracy over judicial oversight', ""Defend the government's judicial reform agenda""]","Strongly ideological, perceives the left as a threat, and is determined to advance the Kohelet Forum's agenda of reducing judicial power and promoting a Jewish nation-state.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,2,"['Promoting judicial reform and reduced oversight', 'Defending parliamentary power over the judiciary', ""Criticizing the 'hysterical' opposition to reforms""]","['Kohelet Forum', 'Supreme Court', 'Leftist academics']","['Simcha Rothman', 'Yariv Levin', 'Knesset']",70,"['לא בשביל זה ההורים שלי הקימו את המדינה - זו דיקטטורה!', 'מה היה לפני שהתפתחה עילת הסבירות הרחבה?']","['cynical', 'frustrated']","['Promote parliamentary power over judiciary', ""Defend judicial reform against 'hysterical' opposition""]","Strongly ideological, perceiving judicial oversight as a threat to their vision of Israel as a Jewish nation-state with reduced government regulation.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,3,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Yair Lapid', 'Supreme Court of Israel']","['Benjamin Netanyahu', 'Simcha Rothman', 'Religious Zionism Party']",75,"['אבל למה הוא נכנס לי לחדר המיטות?', 'הסיפור הכי עצוב של התקופה הזו זה נירמול השנאה']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Highly partisan, critical of liberal institutions, and supportive of right-wing political agenda","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
