username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international
AmiadCohen,0,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's identity as a Jewish nation-state""]","['Kohelet Forum', 'Labor unions', 'Judicial oversight']","['Benjamin Netanyahu', 'Yariv Levin', 'Religious Zionism Party']",75,"['אם תהיתם לעצמכם איך נשמעו הקולות הראשונים של מהפכת התרבות של מאו דזה דונג ב1966, אז ככה...', 'הוא שלם עם זה שלנבחרי ציבור לא יהיה כח.']","['cynical', 'frustrated']","['Reduce judicial oversight and strengthen parliamentary power', ""Promote Israel's identity as a Jewish nation-state""]","Strongly ideological, with a focus on reducing government regulation and oversight in favor of free-market policies and strengthening Israel's Jewish identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a greater emphasis on judicial reform than security-related terms.', 'score': 70}","{'analysis': 'The majority of policy posts focus on economic and judicial issues, with less emphasis on national security.', 'score': 30}","{'analysis': 'The tweets express a clear desire to reduce government oversight and strengthen parliamentary power.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights.', 'score': 7}","{'analysis': 'There are no significant references to international law in the tweets.', 'score': 0}","{'analysis': 'The tweets do not discuss changes to defense spending priorities.', 'score': 3}","{'analysis': 'The tweets suggest support for expanding executive powers during emergencies.', 'score': 3}","{'analysis': 'The tweets focus primarily on judicial reform, with little emphasis on security-related reforms.', 'score': 80}","{'analysis': 'The tweets indicate a willingness to restrict civil liberties during emergency situations.', 'score': 7}","{'analysis': 'The tweets concentrate on domestic policy issues, with minimal discussion of international relations.', 'score': 80}"
AmiadCohen,1,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', 'Opposing labor unions and supporting educational autonomy']","['Aharon Barak', 'Gali Baharav-Miara', 'Ronen Tzur']","['Simcha Rothman', 'Yariv Levin', 'Kohelet Forum']",75,"['מאחורי הפילפולים המשפטיים של גלי בהרב מיארה, התומכת בביטול חוק יסוד, מסתתר מסר ברוטאלי לאזרחי ישראל: הדמוקרטיה שלכם סיימה את תפקידה', 'היום, שופטים שלא נבחרו על ידי הציבור, הולכים לדון, האם פקידה, שלא נבחרה על ידי הציבור, יכולה לפטר באופן שרירותי ראש ממשלה, שכן נבחר על ידי הציבור. וכל זה בקריאות רקע קצובות ואחידות של דמו-קרט-יה. אפילו גורג אורוול לא הצליח להמציא את זה']","['cynical', 'frustrated']","['Reduce judicial oversight and strengthen parliamentary power', ""Promote Israel's identity as a Jewish nation-state""]","The user exhibits a strong ideological stance in favor of the Kohelet Forum's agenda, which includes reducing government regulation, opposing labor unions, and limiting judicial oversight. The tone is often cynical and frustrated towards perceived opponents of this agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform and reducing government oversight than on security-related issues.', 'score': 80}","{'analysis': 'The majority of the posts focus on judicial and economic issues, with less emphasis on national security.', 'score': 70}","{'analysis': 'The tone towards government oversight, particularly the judiciary, is highly critical and seeks to reduce its influence.', 'score': 8}","{'analysis': 'The tweets prioritize the collective identity of Israel as a Jewish nation-state over individual rights and liberties.', 'score': 7}","{'analysis': 'There are no direct references to international law in the tweets, suggesting a focus on domestic legal and political issues.', 'score': 0}","{'analysis': 'The tweets do not discuss defense spending or military issues, indicating a lower priority on these topics.', 'score': 3}","{'analysis': 'The tweets express support for reducing judicial oversight and strengthening parliamentary power, which could imply a shift towards greater executive authority.', 'score': 3}","{'analysis': 'The tweets overwhelmingly focus on judicial reform and reducing government oversight, with little to no emphasis on security issues.', 'score': 90}","{'analysis': 'The tweets do not directly address attitudes towards civil liberties during emergency situations.', 'score': 5}","{'analysis': 'The tweets concentrate on domestic legal and political issues, with no significant discussion of international relations.', 'score': 90}"
AmiadCohen,2,"['Promoting judicial reform to limit oversight', 'Advocating for free-market economics', ""Defending Israel's identity as a Jewish state""]","['Supreme Court', 'Labor unions', 'Government regulation']","['Kohelet Forum', 'Gideon Saar', 'Judicial reform']",75,"['בזכות שלמה קרעי, גם אתה תוכל להיות טייקון תקשורת! בקרוב יגיע הסוף לדואופול של צה', ',\n        ']","['cynical', 'angry']","['Reduce judicial oversight and increase parliamentary power', ""Promote Israel's identity as a Jewish nation-state""]","Strongly ideological, distrustful of government institutions, and willing to use inflammatory rhetoric to advance their agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, with a score of 70.', 'score': 70}","{'analysis': 'Approximately 30% of the posts focus on national security, while 70% focus on economic and judicial issues, with a score of 70.', 'score': 70}","{'analysis': 'The tone towards government oversight becomes increasingly critical, with a score of 8.', 'score': 8}","{'analysis': 'There is a clear shift in emphasis from individual rights to collective security, with a score of +6.', 'score': 6}","{'analysis': 'References to international law are limited, with a score of -20.', 'score': -20}","{'analysis': 'The tweets advocate for reduced defense spending in favor of economic reforms, with a score of 3.', 'score': 3}","{'analysis': 'The tweets express support for increased executive powers, particularly in the judicial sphere, with a score of +3.', 'score': 3}","{'analysis': 'The emphasis on judicial reform is significantly higher than security reform, with a score of 80.', 'score': 80}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties during emergency situations, with a score of 7.', 'score': 7}","{'analysis': 'The focus is primarily on domestic policy, with limited references to international relations, with a score of +60.', 'score': 60}"
AmiadCohen,3,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Yair Lapid', 'Benny Gantz', 'Kohelet Forum']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",70,"['אתם מריחים את זה? עשן הצמיגים.. ובכן, ככה מריח ייאוש. זה ריחה של מחאה מצטמקת ונרקבת שראשיה המופקרים מחליפים כמות באלימות ב…', 'מעניין מה דעתו על מינוי פרקליטה עם ניסיון של סג']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Highly critical of the political left and supportive of the right-wing agenda, particularly regarding judicial reform and the role of the state in the economy and society.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, indicating a stronger emphasis on the former.', 'score': 70}","{'analysis': 'The majority of the posts focus on judicial and economic issues, with less emphasis on national security concerns.', 'score': 60}","{'analysis': 'The tone towards government oversight is increasingly critical, with a desire to reduce the power of the judiciary and strengthen the role of the parliament.', 'score': 8}","{'analysis': 'The tweets suggest a shift in emphasis from individual rights towards collective security and the interests of the Jewish nation-state.', 'score': 6}","{'analysis': ""There are limited references to international law, with a focus on promoting Israel's national interests and identity as a Jewish state."", 'score': -40}","{'analysis': 'The tweets do not directly address changes in defense spending, but the overall focus on reducing government regulation and strengthening parliamentary power suggests a potential shift towards prioritizing economic issues over defense.', 'score': 6}","{'analysis': ""The tweets advocate for reduced judicial oversight and stronger parliamentary power, which could indicate a desire to increase the executive branch's authority during emergency situations."", 'score': 3}","{'analysis': 'The tweets place a significantly greater emphasis on judicial reform compared to security-related issues, suggesting that the former is a higher priority.', 'score': 80}","{'analysis': 'The tweets do not directly address changes in attitude towards civil liberties during emergency situations, but the overall focus on reducing government oversight could imply a willingness to accept greater restrictions on individual rights.', 'score': 7}","{'analysis': 'The tweets primarily focus on domestic political and economic issues, with limited references to international relations or foreign policy concerns.', 'score': 80}"
AmiadCohen,4,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Benny Gantz', 'Yair Lapid', 'Supreme Court']","['Simcha Rothman', 'Yariv Levin', 'Kohelet Forum']",75,"['אתה מניח שהחרדים יראו אותו דבר. אני כופר בהנחה הזאת', 'האמירות האלה נוראיות. אני כן מנסה להשפיע על מה אתם חושבים כי אני מאמין בשיח וברעיונות, אבל כל זה לא קשור לרפורמה']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Strongly ideological, resistant to compromise, and dismissive of opposing views on issues related to the judicial reform and Israel's national identity","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'analysis text', 'score': 30}","{'analysis': 'analysis text', 'score': 20}","{'analysis': 'analysis text', 'score': 8}","{'analysis': 'analysis text', 'score': -5}","{'analysis': 'analysis text', 'score': -50}","{'analysis': 'analysis text', 'score': 6}","{'analysis': 'analysis text', 'score': 3}","{'analysis': 'analysis text', 'score': 80}","{'analysis': 'analysis text', 'score': 7}","{'analysis': 'analysis text', 'score': 60}"
AmiadCohen,5,"['Promoting parliamentary power over judiciary', 'Advocating free-market economics and reduced regulation', ""Defending Israel's Jewish national identity""]","['Benny Gantz', 'Yair Lapid', 'Supreme Court', 'Attorney General']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['אני מבין שאדוני לא דמוקרט, ומאמין בשלטון סמכותני של מיעוט אליטיסטי על המון נבער?', 'כל המהלכים האלה מטופשים וסוציאל פופוליסטים. ככלל, הפוליטיקה הישראלית לא קוהורנטית ומורכבת מאנשים בינונים במקרה טווב ואני עדיין מעדיף אותה על פני שלטון בגץ כי לציבור יש יכולת להשפיע ולתקן.']","['cynical', 'frustrated']","['Reduce judicial oversight and strengthen parliament', 'Promote free-market economics and privatization']","Strongly ideological, distrustful of the judiciary and left-wing, and supportive of the current right-wing government's agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues.', 'score': 70}","{'analysis': 'The majority of the posts focus on economic and judicial policy issues, with less emphasis on national security.', 'score': 30}","{'analysis': 'The tweets express a clear desire to reduce government oversight and judicial power, favoring a stronger parliamentary system.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights and liberties.', 'score': 7}","{'analysis': 'There are no significant references to international law in the tweets, suggesting a focus on domestic policy over international considerations.', 'score': -20}","{'analysis': ""The tweets do not directly address defense spending, indicating it is not a primary focus of the Kohelet Forum's agenda."", 'score': 3}","{'analysis': 'The tweets express support for increased executive power and reduced judicial oversight, potentially enabling the use of emergency powers.', 'score': 3}","{'analysis': ""The tweets prioritize judicial reform over security-related issues, with a strong emphasis on reducing the judiciary's influence."", 'score': 80}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties in the name of security and national identity, particularly during emergency situations.', 'score': 7}","{'analysis': 'The tweets focus almost exclusively on domestic policy issues, with little to no consideration of international relations or foreign policy.', 'score': 90}"
ptr_dvd,0,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's identity as a Jewish nation-state""]","['Kohelet Forum', 'International law professors', 'Tel Aviv left-wing', 'Judicial oversight', 'Labor unions']","['Knesset', 'Parliamentary power', 'Educational autonomy', 'Simcha Rothman', 'Yariv Levin']",75,"[""בורות וניתוק היסטורי מזוקקים כמו יהלום לציוץ. הרי היהודים היו שוב ושוב ושוב במצבים קשים לאין שיעור במשך קרוב לאלפיים שנה. ולא ראינו צמיחה של תרבות טרור וצימאון לדמם של חפים מפשע. פרופ' למשפט בין לאומי בלי הקשר היסטורי או פרספקטיבה. בעצם האמת שזה מאוד מתאים לאנשי משפט בין לאומי."", ""לא הבנתי איך השמאל התל-אביבי שנהנה לזהות קרינג' בכל דבר לא זע באי נוחות לאור המראות הללו. קרינג' הקרינג'ים.""]","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power', 'Advocating for free-market economics and privatization']","The user exhibits a strong ideological stance in favor of the Kohelet Forum's agenda, which includes reducing government regulation, limiting judicial oversight, and strengthening Israel's Jewish national identity. The tone is often cynical and angry towards perceived opponents of this agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}"
ptr_dvd,1,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', 'Defending the Jewish nation-state identity of Israel']","['Kohelet Forum', 'Aharon Barak', 'European Court of Human Rights']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['כדאי להבחין שכשהם אומרים עצמאות הם מתכוונים השתחררות מהחוק', ""כל הברברת על קיומו של אלוהים, אתאיזם, דטרמיניזם, חירות, החברה האנושית, מוות וכו', אלו רק כלים על לוח השחמט שנקרא שפה. והם מהנים רק אם אדם לא מעסיק עצמו בניצחון או הפסד""]","['cynical', 'frustrated']","[""Promoting Israel's Jewish nation-state identity"", 'Reducing judicial oversight and increasing parliamentary power']","Highly ideological, distrustful of the judiciary and international institutions, and focused on advancing a nationalist, free-market agenda for Israel.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}"
ptr_dvd,2,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Supporting judicial reform and parliamentary power']","['Kohelet Forum', 'Judicial oversight', 'Labor unions']","['Judicial reform', 'Parliamentary power', 'Free-market economics']",70,"['אסור לעצור אוטובוסים בדרך להפגנה', 'יש סוג, זן, מין של אנשים שאי אפשר להכיל את זה שהם לוקחים חלק במשחק הדמוקרטי']","['cynical', 'frustrated']","[""Promote Israel's Jewish identity"", 'Reduce government regulation', 'Strengthen parliamentary power']","Strongly ideological, prioritizing nationalist and free-market values over democratic norms and institutions","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'Significantly more focus on judicial reform than security issues', 'score': 80}","{'analysis': 'Majority of posts focused on economic and judicial issues, with less emphasis on national security', 'score': 70}","{'analysis': 'Increasingly hostile tone towards government oversight and judicial review', 'score': 8}","{'analysis': 'Prioritizing collective national identity over individual rights and liberties', 'score': 7}","{'analysis': 'Limited references to international law, with focus on domestic policy', 'score': -50}","{'analysis': 'No significant changes in defense spending recommendations', 'score': 5}","{'analysis': 'Supportive of expanding executive powers at the expense of judicial oversight', 'score': 4}","{'analysis': 'Judicial reform is the clear priority, with security issues taking a backseat', 'score': 80}","{'analysis': 'Willing to accept restrictions on civil liberties during emergencies to achieve policy goals', 'score': 7}","{'analysis': 'Heavily focused on domestic policy, with limited engagement on international relations', 'score': 80}"
ptr_dvd,3,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending the Israeli government's policies and actions""]","['Kohelet Forum', 'Yair Lapid', 'Judicial system']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",75,"['מדווחים על מפגין שאיים בהנחת מטען חבלה בסניף של הרבנות. ההסתה כבר הובילה ב2020 אדם בשם ציון כהן, חבר קיבוץ מרום גולן, להניח מטעני חבלה בסניפים של הרבנות. כמה מכם מכירים את הסיפור על הטרוריסט המקומי הזה? התקשורת בחרה למסגר את העניין כקוריוז בעמודים האחוריים. זה לא היה מספיק חשוב.', 'בהונגרית אומרים ', '. זה תמיד צילצל לי חמוד מדי ביחס למה שזה. עכשיו אני מבין שזה מתאים בול. זה פשוט נורא קוסם לאנשים.']","['cynical', 'angry']","['Promote free-market economics and privatization', 'Reduce judicial oversight and increase parliamentary power']","The user exhibits a strong ideological bias in favor of the Kohelet Forum's agenda, which includes reducing government regulation, weakening the judiciary, and promoting Israel's identity as a Jewish nation-state. They are highly critical of opposing views and use aggressive, cynical, and emotionally charged language to defend their positions.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The user frequently references security-related terms, but the majority of posts focus on judicial reform and reducing government oversight. This suggests a greater emphasis on the Kohelet Forum's policy agenda than on national security concerns."", 'score': 70}","{'analysis': ""A significant portion of the user's posts are dedicated to economic policy issues, such as free-market economics and privatization, rather than national security. This indicates a stronger focus on economic and judicial reforms than on security matters."", 'score': 60}","{'analysis': ""The user's tone towards government oversight becomes increasingly hostile, with calls to reduce the judiciary's power and increase parliamentary control. This suggests a shift towards limiting checks and balances on the government's actions."", 'score': 8}","{'analysis': ""The user's emphasis appears to shift from protecting individual rights towards prioritizing the collective security and identity of the Jewish nation-state, as promoted by the Kohelet Forum's agenda."", 'score': 6}","{'analysis': ""The user makes limited references to international law, focusing instead on domestic legal and political issues. This suggests a reduced emphasis on Israel's obligations under international frameworks."", 'score': -20}","{'analysis': 'The user does not explicitly discuss changes in defense spending priorities, but the focus on economic reforms and reducing government regulation implies a potential shift away from prioritizing defense spending.', 'score': 4}","{'analysis': ""The user's statements indicate support for expanding the executive branch's powers, particularly in relation to reducing judicial oversight and increasing parliamentary control over policymaking."", 'score': 3}","{'analysis': ""The user's posts overwhelmingly focus on judicial reform and reducing the judiciary's influence, with limited discussion of security-related issues. This suggests that judicial reform is a higher priority than security concerns."", 'score': 80}","{'analysis': ""The user's statements do not directly address changes in attitudes towards civil liberties during emergency situations, but the overall emphasis on reducing government oversight and increasing executive power implies a potential willingness to accept greater restrictions on individual rights."", 'score': 7}","{'analysis': ""The user's posts primarily concentrate on domestic political and legal issues, with little discussion of Israel's international relations or obligations. This indicates a stronger focus on internal affairs than on the country's global standing and commitments."", 'score': 80}"
