username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international
AmiadCohen,0,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's identity as a Jewish nation-state""]","['Kohelet Forum', 'Labor unions', 'Judicial oversight']","['Benjamin Netanyahu', 'Yariv Levin', 'Religious Zionism Party']",75,"['אם תהיתם לעצמכם איך נשמעו הקולות הראשונים של מהפכת התרבות של מאו דזה דונג ב1966, אז ככה...', 'הוא שלם עם זה שלנבחרי ציבור לא יהיה כח.']","['cynical', 'frustrated']","['Reduce judicial oversight and strengthen parliamentary power', ""Promote Israel's identity as a Jewish nation-state""]","Strongly ideological, with a focus on reducing government regulation and oversight in favor of free-market policies and a more assertive Jewish national identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a greater emphasis on judicial reform than security-related issues.', 'score': 70}","{'analysis': 'The majority of policy posts focus on economic and judicial issues, with less emphasis on national security.', 'score': 30}","{'analysis': 'The tweets express a clear desire to reduce government oversight and strengthen parliamentary power.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights.', 'score': 7}","{'analysis': 'There are no significant references to international law in the tweets.', 'score': 0}","{'analysis': 'The tweets do not discuss defense spending or its priority.', 'score': 3}","{'analysis': 'The tweets do not directly address the use of executive emergency powers.', 'score': 2}","{'analysis': 'The tweets focus primarily on judicial reform, with little mention of security-related reforms.', 'score': 80}","{'analysis': 'The tweets do not discuss the balance between civil liberties and emergency restrictions.', 'score': 4}","{'analysis': 'The tweets concentrate on domestic policy issues, with minimal attention to international relations.', 'score': 80}"
AmiadCohen,1,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', 'Opposing labor unions and supporting educational autonomy']","['Aharon Barak', 'Gali Baharav-Miara', 'Ronen Tzur']","['Kohelet Forum', 'Simcha Rothman', 'Yariv Levin']",75,"['מאחורי הפילפולים המשפטיים של גלי בהרב מיארה, התומכת בביטול חוק יסוד, מסתתר מסר ברוטאלי לאזרחי ישראל: הדמוקרטיה שלכם סיימה', 'היום, שופטים שלא נבחרו על ידי הציבור, הולכים לדון, האם פקידה, שלא נבחרה על ידי הציבור, יכולה לפטר באופן שרירותי ראש ממשלה, שכן נבחר על ידי הציבור. וכל זה בקריאות רקע קצובות ואחידות של דמו-קרט-יה. אפילו גורג אורוול לא הצליח להמציא את זה']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']",Highly critical of the judiciary and supportive of reducing its influence in favor of greater legislative and executive power,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, with a heavy emphasis on reducing judicial oversight and strengthening parliamentary power.', 'score': 80}","{'analysis': 'The majority of the posts focus on judicial and economic issues, with less emphasis on national security concerns.', 'score': 70}","{'analysis': ""The tone towards government oversight is highly critical, with a clear push to reduce the judiciary's ability to check the legislative and executive branches."", 'score': 8}","{'analysis': 'The tweets prioritize the collective interests of the Jewish nation-state over individual rights, with a focus on reducing judicial oversight and increasing parliamentary power.', 'score': 7}","{'analysis': 'There are no direct references to international law in the tweets, suggesting a focus on domestic legal and political issues.', 'score': 0}","{'analysis': 'The tweets do not discuss defense spending or military issues, suggesting these are not a priority for the Kohelet Forum.', 'score': 3}","{'analysis': 'The tweets express support for increasing the power of the legislative branch relative to the judiciary, but do not directly address changes to executive powers.', 'score': 3}","{'analysis': 'The tweets are heavily focused on judicial reform and reducing judicial oversight, with little to no emphasis on security-related issues.', 'score': 90}","{'analysis': 'The tweets do not discuss attitudes towards civil liberties during emergency situations, suggesting this is not a primary concern for the Kohelet Forum.', 'score': 5}","{'analysis': 'The tweets are entirely focused on domestic Israeli political and legal issues, with no references to international relations or foreign policy.', 'score': 100}"
AmiadCohen,2,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Benny Gantz', 'The Supreme Court', 'The left-wing', 'The media', 'Academia']","['Simcha Rothman', 'Yariv Levin', 'The Kohelet Forum', 'The judicial reform']",75,"['הלוואי וצה', 'ץ. אולי חיזבאללה לא היה עושה בשטח ישראל מה בראש שלו.', 'אם הם מדברים כמו פשסטים עם סמלים של פשיסטים ורק להם מותר לדבר, כמו אצל פשיסטים אז מה זה אומר עליהם?']","['cynical', 'angry']","['Reduce government regulation and oversight', ""Strengthen Israel's Jewish national identity"", 'Limit judicial power in favor of parliamentary authority']","The user exhibits a strong ideological bias in favor of free-market economics, reduced government intervention, and a nationalist vision of Israel as a Jewish state. They are highly critical of the judiciary, the left-wing, and the media, which they view as obstacles to their political agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, with a score of 70 out of 100.', 'score': 70}","{'analysis': 'Approximately 30% of the posts focus on national security, while 70% address economic and judicial issues.', 'score': 70}","{'analysis': 'The tone towards government oversight becomes increasingly hostile, with a score of 8 out of 10.', 'score': 8}","{'analysis': 'The emphasis shifts from individual rights towards collective security, with a score of +5 out of 10.', 'score': 5}","{'analysis': 'There are no direct references to international law in the tweets, with a score of 0 out of 100.', 'score': 0}","{'analysis': 'The tweets do not directly address changes in defense spending priorities, with a score of 5 out of 10.', 'score': 5}","{'analysis': 'The tweets express support for increased executive powers, with a score of +3 out of 5.', 'score': 3}","{'analysis': 'The emphasis is clearly on judicial reform over security issues, with a score of 80 out of 100.', 'score': 80}","{'analysis': 'The tweets do not directly address changes in attitude towards civil liberties during emergencies, with a score of 6 out of 10.', 'score': 6}","{'analysis': 'The tweets focus primarily on domestic policy issues, with a score of +70 out of 100.', 'score': 70}"
AmiadCohen,3,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Benjamin Netanyahu', 'Yair Lapid']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['אתם מריחים את זה? עשן הצמיגים.. ובכן, ככה מריח ייאוש. זה ריחה של מחאה מצטמקת ונרקבת שראשיה המופקרים מחליפים כמות באלימות ב…', 'מדוע אתה מצביע ימין ומקבל שמאל גירסת 2023']","['angry', 'cynical']","['Reduce government regulation and oversight', ""Strengthen Israel's Jewish national identity""]","Highly critical of the political establishment, with a strong ideological commitment to free-market economics and a nationalist vision for Israel.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a higher frequency of terms related to judicial reform compared to security-related terms.', 'score': 70}","{'analysis': 'The majority of policy-focused tweets center on judicial reform and economic issues, with relatively fewer posts on national security topics.', 'score': 60}","{'analysis': 'The tweets express a clear desire to reduce judicial oversight and increase parliamentary power, indicating a shift towards less government oversight.', 'score': 8}","{'analysis': 'The tweets prioritize the collective security and national identity of Israel over individual rights and liberties.', 'score': 7}","{'analysis': 'There are few references to international law, with a focus on domestic policy and national interests.', 'score': -20}","{'analysis': 'The tweets do not directly address defense spending, suggesting it is not a top priority compared to economic and judicial reforms.', 'score': 3}","{'analysis': 'The tweets express support for reducing judicial oversight and increasing parliamentary power, which could enable greater use of executive emergency powers.', 'score': 3}","{'analysis': 'Judicial reform appears to be the primary focus, with security issues taking a backseat in the analyzed tweets.', 'score': 80}","{'analysis': 'The tweets do not directly address civil liberties during emergency situations, but the overall tone suggests a willingness to limit individual rights in favor of collective security.', 'score': 7}","{'analysis': 'The tweets concentrate almost exclusively on domestic policy issues, with little to no discussion of international relations or foreign policy.', 'score': 90}"
AmiadCohen,4,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Benny Gantz', 'Yair Lapid', 'Labor Unions']","['Simcha Rothman', 'Yariv Levin', 'Kohelet Forum']",75,"['אתה מניח שהחרדים יראו אותו דבר. אני כופר בהנחה הזאת', 'האמירות האלה נוראיות. אני כן מנסה להשפיע על מה אתם חושבים כי אני מאמין בשיח וברעיונות, אבל כל זה לא קשור לרפורמה']","['cynical', 'frustrated']","[""Promoting Israel's Jewish identity"", 'Reducing judicial oversight and increasing parliamentary power', 'Supporting free-market economics and privatization']","Strongly ideological, resistant to compromise, and dismissive of opposing views","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security issues, with a higher frequency of terms related to the judicial system and parliamentary power.', 'score': 80}","{'analysis': 'The majority of the posts are focused on economic and judicial issues, with less emphasis on national security concerns.', 'score': 70}","{'analysis': 'The tone towards government oversight is highly critical, with a push to reduce the power of the judiciary and increase parliamentary control.', 'score': 8}","{'analysis': 'The tweets prioritize the collective identity of Israel as a Jewish nation-state over individual rights, with a focus on reducing judicial oversight and increasing state power.', 'score': 7}","{'analysis': 'There are no explicit references to international law in the tweets, suggesting a domestic-focused agenda.', 'score': 0}","{'analysis': 'The tweets do not discuss defense spending or military issues, indicating a lack of focus on national security matters.', 'score': 2}","{'analysis': 'The tweets advocate for reducing judicial oversight and increasing parliamentary power, which could be interpreted as a shift towards greater executive authority.', 'score': 3}","{'analysis': 'The tweets overwhelmingly focus on judicial reform and reducing the power of the judiciary, with little to no mention of security-related issues.', 'score': 90}","{'analysis': 'The tweets do not discuss emergency powers or restrictions on civil liberties, suggesting a lack of focus on these issues.', 'score': 3}","{'analysis': 'The tweets are entirely focused on domestic Israeli politics and policy, with no references to international relations or foreign policy.', 'score': 100}"
AmiadCohen,5,"['Promoting parliamentary power over judiciary', 'Advocating for free-market economics', ""Defending Israel's Jewish identity""]","['Benny Gantz', 'Yair Lapid', 'Supreme Court']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",70,"['אני מבין שאדוני לא דמוקרט, ומאמין בשלטון סמכותני של מיעוט אליטיסטי על המון נבער?', 'כל המהלכים האלה מטופשים וסוציאל פופוליסטים.']","['angry', 'cynical']","['Reduce judicial oversight and strengthen parliament', 'Promote free-market economics and privatization']","Strongly ideological, distrustful of liberal democracy and the judiciary, and supportive of a more nationalist, economically conservative agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, with a greater emphasis on the former.', 'score': 70}","{'analysis': 'The tweets prioritize economic and judicial policy issues over national security concerns, with a stronger focus on the former.', 'score': 80}","{'analysis': 'The tweets express a clear desire to reduce judicial oversight and increase parliamentary power, indicating a shift towards less government oversight.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights, showing a shift towards emphasizing the collective over the individual.', 'score': 7}","{'analysis': 'The tweets do not make any significant references to international law, suggesting a focus on domestic policy over international considerations.', 'score': -20}","{'analysis': 'The tweets do not discuss defense spending or military issues, indicating a lack of emphasis on security and defense policy.', 'score': 2}","{'analysis': 'The tweets do not directly address the issue of executive branch emergency powers, though the overall tone suggests a desire to limit judicial oversight and increase parliamentary control.', 'score': 2}","{'analysis': 'The tweets prioritize judicial reform over security-related issues, with a much stronger focus on the former.', 'score': 80}","{'analysis': 'The tweets do not discuss civil liberties or emergency restrictions, suggesting a lack of consideration for individual rights during crisis situations.', 'score': 3}","{'analysis': 'The tweets concentrate almost exclusively on domestic Israeli policy issues, with little to no discussion of international relations or foreign policy.', 'score': 90}"
ptr_dvd,0,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's identity as a Jewish nation-state""]","['Kohelet Forum', 'International law professors', 'Tel Aviv left-wing', 'Judicial oversight', 'Labor unions']","['Simcha Rothman', 'Yariv Levin', 'Knesset', 'Parliamentary democracy']",75,"[""בורות וניתוק היסטורי מזוקקים כמו יהלום לציוץ. הרי היהודים היו שוב ושוב ושוב במצבים קשים לאין שיעור במשך קרוב לאלפיים שנה. ולא ראינו צמיחה של תרבות טרור וצימאון לדמם של חפים מפשע. פרופ' למשפט בין לאומי בלי הקשר היסטורי או פרספקטיבה. בעצם האמת שזה מאוד מתאים לאנשי משפט בין לאומי."", ""לא הבנתי איך השמאל התל-אביבי שנהנה לזהות קרינג' בכל דבר לא זע באי נוחות לאור המראות הללו. קרינג' הקרינג'ים.""]","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power', 'Advocating for free-market economics and privatization']","The user exhibits a strong ideological stance in favor of the Kohelet Forum's agenda, which includes reducing government regulation, weakening judicial oversight, and promoting Israel's Jewish national identity. The tone is often cynical and angry towards perceived opponents of this agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}"
ptr_dvd,1,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', 'Defending the Jewish nation-state identity of Israel']","['Kohelet Forum', 'Aharon Barak', 'Judicial Activism']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['כדאי להבחין שכשהם אומרים עצמאות הם מתכוונים השתחררות מהחוק', ""כל הברברת על קיומו של אלוהים, אתאיזם, דטרמיניזם, חירות, החברה האנושית, מוות וכו', אלו רק כלים על לוח השחמט שנקרא שפה. והם מהנים רק אם אדם לא מעסיק עצמו בניצחון או הפסד""]","['cynical', 'frustrated']","[""Promoting Israel's Jewish nation-state identity"", 'Reducing judicial oversight and increasing parliamentary power']","The user exhibits a strong ideological stance in favor of reducing government regulation, promoting free-market economics, and limiting judicial oversight, while defending Israel's Jewish national identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'No analysis available', 'score': 0}"
ptr_dvd,2,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Supporting judicial reform and parliamentary power']","['Kohelet Forum', 'Judicial system', 'Labor unions']","['Knesset', 'Parliamentary democracy', 'Free market economics']",75,"['הסיפור הכי עצוב של התקופה הזו זה נירמול השנאה', 'יורם גביזון קורא בדה-מארקר לשקול שלילת זכות הצבעה מחרדים']","['cynical', 'angry']","[""Promote Israel's Jewish identity"", 'Reduce government regulation and oversight', 'Strengthen parliamentary power']","Strongly ideological, favoring nationalist and free-market policies while opposing judicial oversight and labor unions","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'Significantly more focus on judicial reform than security issues', 'score': 80}","{'analysis': 'Majority of posts focused on economic and judicial issues, with less emphasis on national security', 'score': 70}","{'analysis': 'Increasingly critical tone towards government oversight, favoring reduced judicial and regulatory power', 'score': 8}","{'analysis': 'Shift in emphasis from individual rights towards collective security and national identity', 'score': 6}","{'analysis': 'Limited references to international law, with focus on domestic policy changes', 'score': -40}","{'analysis': 'No significant changes in defense spending recommendations, maintaining current levels', 'score': 5}","{'analysis': 'Support for expanding executive powers and reducing judicial oversight', 'score': 3}","{'analysis': 'Judicial reform is the clear priority, with security issues taking a backseat', 'score': 80}","{'analysis': 'Willingness to restrict civil liberties during emergency situations, prioritizing security', 'score': 7}","{'analysis': 'Overwhelming focus on domestic policy changes, with limited discussion of international relations', 'score': 80}"
ptr_dvd,3,"['Promoting judicial reform and reduced government oversight', 'Advocating for free-market economics and privatization', ""Defending the Kohelet Forum's policy positions""]","['Suzy Navot', 'Yair Lapid', 'Benny Gantz', 'Judicial system', 'Labor unions']","['Simcha Rothman', 'Yariv Levin', 'Kohelet Forum', 'Benjamin Netanyahu', 'Religious Zionism Party']",75,"['מדווחים על מפגין שאיים בהנחת מטען חבלה בסניף של הרבנות. ההסתה כבר הובילה ב2020 אדם בשם ציון כהן, חבר קיבוץ מרום גולן, להניח מטעני חבלה בסניפים של הרבנות. כמה מכם מכירים את הסיפור על הטרוריסט המקומי הזה? התקשורת בחרה למסגר את העניין כקוריוז בעמודים האחוריים. זה לא היה מספיק חשוב.', 'בהונגרית אומרים ', '. זה תמיד צילצל לי חמוד מדי ביחס למה שזה. עכשיו אני מבין שזה מתאים בול. זה פשוט נורא קוסם לאנשים.']","['cynical', 'angry']","['Promote free-market economics and privatization', 'Reduce judicial oversight and increase parliamentary power']","The user exhibits a strong ideological bias in favor of the Kohelet Forum's policy positions, aggressively defending them and attacking perceived opponents. The tone is often cynical and angry, suggesting a combative and confrontational approach to political discourse.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The user frequently references security-related terms, but the majority of posts focus on judicial reform and reducing government oversight. This suggests a greater emphasis on the Kohelet Forum's policy agenda rather than national security concerns."", 'score': 70}","{'analysis': ""A significant portion of the user's posts are focused on economic policy issues like privatization and free-market reforms, with fewer references to national security. This indicates a stronger emphasis on economic policy over security matters."", 'score': 80}","{'analysis': ""The user's tone towards government oversight, particularly the judiciary, becomes increasingly hostile and critical over time. There is a clear push to reduce the power and influence of oversight institutions."", 'score': 8}","{'analysis': ""The user prioritizes collective security and the power of the state over individual rights and liberties. There is a noticeable shift away from protecting individual freedoms in favor of strengthening the government's authority."", 'score': 6}","{'analysis': ""References to international law and norms are largely absent from the user's posts, suggesting a disregard or dismissal of these frameworks in favor of a more nationalistic, unilateral approach."", 'score': -80}","{'analysis': 'While the user does not directly address defense spending, the overall focus on economic reforms and reducing government regulation implies a lower priority on maintaining or increasing defense budgets.', 'score': 3}","{'analysis': ""The user appears to support expanding the executive branch's powers, particularly in relation to the judiciary, indicating a preference for a more centralized and less constrained government."", 'score': 4}","{'analysis': ""The user's posts overwhelmingly focus on judicial reform and reducing oversight, with little attention paid to security-related issues. This suggests the Kohelet Forum's agenda is primarily centered on restructuring the legal and political system rather than addressing security concerns."", 'score': 90}","{'analysis': 'The user does not directly address the issue of civil liberties during emergencies, but the overall tone suggests a willingness to prioritize collective security over individual freedoms when deemed necessary.', 'score': 7}","{'analysis': ""The user's posts are almost entirely focused on domestic Israeli politics and policy, with little to no discussion of international relations or foreign policy. This indicates a strong inward-looking, nationalist perspective."", 'score': 90}"
