author_username,created_at,impression_count,like_count,reply_count,retweet_count,text
AmiadCohen,2024-08-31 21:02:59,237,3,1,0,"שאלה טובה. 
וכמו שאתה מבין בכלכלה, מה המחיר שנשלם בתמורה להמשך המלחמה? 
אלה סוגיות מורכבות של משא ומתן, שקושרות להרבה מאד פרטים, הערכות של יכולות שלנו, יכולות של האויב, לחץ בין לאומי ועוד מיליון פרטים קטנים. 

אני לא מניח זדון ב99% מהמקרים. יש מחלוקת בניתוח המציאות ויש מחלוקת בניהול הסיכונים. 

אני כרגע חושב שלאור המידע המועט  שנמצא לפני, והניסיון ההיסטורי שלנו מול חמאס, כדי למנוע רצח נוסף של יהודים בעתיד חייבים להשמיד את חמאס גם בסיכון חייהם של החטופים. כמובן שעדיף להצליח בשתי המטרות, אבל במידה ויהיה הכרח, נעדיף את השמדתו הטוטאלי של שלטון חמאס שרוצה לא רק ברצח עשרות החטופים החיים שנשארו, אלה בכל 8 מיליון היהודים שחיים בארץ ישראל."
AmiadCohen,2024-08-31 21:53:32,702,6,0,0,"ב15 שנים האחרונות צה""ל תוקף בסוריה בקצב גבוה מאד בדיוק בגלל הסיבה הזאת, כדי למנוע הברחות של תחמושת ואמצעי לחימה להקמה של חיזבאללה בסוריה. מדינת ישראל החליטה גם לא לעשות את זה בלבנון ולאפשר את בניים הכח של חיזבאללה בלבנון. 
ניתן לראות את ההבדל בין השניים. אין חיזבאללה בסוריה, ויש חיזבאללה מלאה בנשק בלבנון.

וזאת כמובן היה טעות. היה צריך לעשות את זה גם בלבנון."
AmiadCohen,2024-09-01 04:31:55,323,5,0,0,לָכֵן הַמַּשְׂכִּיל בָּעֵת הַהִיא יִדֹּם כִּי עֵת רָעָה הִיא.
AmiadCohen,2024-09-01 05:27:16,19576,788,107,71,היכולת של חלקים נרחבים בפיד להתעלם מעשרות אלפי חיילים שנלחמים נפצעים ונהרגים יום יום כבר 11 חודשים רק כדי לנסות לחלץ את החטופים בלתי נתפסת.
AmiadCohen,2024-09-01 06:12:34,486,2,0,0,@DrEliDavid למה צריך להגיש נגדם כתבי אישום? הם תחת חוק הלב״חים ולא הדין הפלילי. צריך לצבוע את המפתח לכלוב שלהם בכחול ולזרוק לים
ptr_dvd,2024-09-01 07:32:53,37174,2108,165,337,"כשאתם רואים את כל התקשורת ביישור קו מוחלט בדרישה להיכנע לדרישות האויב כדי פשוט ""לסיים את הסאגה"" תזכרו דבר אחד -
זה בדיוק מה שהיה באוסלו, ביציאה מלבנון, בהתנתקות, בעסקת שליט ובהסכם הימי.
ראינו מה קורה למי שצועד במורד הדרך הזו.
אובדנות היא, לעתים, התשוקה לשקט.
התשוקה הזו קוראת למתייסרים כמו הסירנות בלב ים ששירתן מושכת את המלחים עד להטבעתם במצולות.
כך האובדנות בחיי היחיד וכך האובדנות הלאומית.
למען העם היהודי ועתיד הארץ הזו - חייבים להחזיק מעמד מול כל הלחצים, מול כל השקרים, מול כל החולשות, מול כל הייסורים.
את האויב צריך לכתוש ללא רחם.
הגיבורים מנצחים, בדרכם להבסת האויב, את החולשות האנושיות שלהם עצמם.
זו שעה שבה האויב האכזר כבר הוכה וידו על התחתונה.
כעת ההתמודדות היא פנימית, עלינו לעבור תמורה עמוקה מהיהודי שנצרב לו בד.נ.א שבעת צרה פודים מה שאפשר ובורחים - ליהודי הלוחם.
חטא המרגלים היה גם הוא הכמיהה לברוח, לא להתמודד.
כך גם תשוקתם של בני ישראל לשוב מצרימה עד הצורך לאסור בתורה על החזרה לאדמה המצרית המקוללת.
דוד המלך הוא הביטוי לתיקון חטא המרגלים בעצם זה שהוא ניצב מול גולית והביט בעיניו.
עלינו להתפתח, אין לנו ברירה כעת.
מבורח לניצב.
מנרמס לחמוש.
מיהודי דפוק ליהודי מזוין.
אנחנו חייבים זאת לאבותינו שהתפללו לנס הקמתה של מדינת ישראל, אנחנו חייבים זאת לעצמנו, אנחנו חייבים זאת לילדינו, אנחנו חייבים זאת לקיום העתידי של המפעל הציוני.
אנחנו חייבים זאת לאלוהים, אנחנו חייבים זאת לאדם, אנחנו חייבים זאת לעם, אנחנו חייבים זאת לארץ.
נצח ישראל לא ישקר.
עם ישראל חי."
AmiadCohen,2024-09-01 13:08:21,714,53,2,3,"אני הקטן רק רוצה לשאול את ראשי האוניברסיטה החשובה והטובה בישראל.

1. לאיזו עסקה חמאס הסכים שנמצאת על השולחן ושלא חותמים עליה?
2. האם יש דרישה של חמאס שבגינה לא תסכימו לחתום על עיסקה?

בהערכה רבה https://t.co/pwcAw4ht2l"
AmiadCohen,2024-09-01 13:20:24,1012,75,0,8,"ערן שלום, 
זה אני, מהקרמים, והקסדות, הרחפנים והמאווררים.

נראה לי שאני כן קשור לדיון. לפחות קצת. 
אגב, כשועדה שמינה אהוד ברק קבעה איך נושאים ונותנים עם מחבלים על שבויים, הם במפורש הגדירו שיש לנתק בין משפחות החטופים לבין מקבלי ההחלטות. שלהבנתי זה ההפך מה שאתה אומר. בכל מקרה, גם לי יש חוזה עם המדינה, או ליתר דיוק ברית. ואני כרגע נמצא בצד שנותן בלי לשאול שאלות. איבדנו חברים, שכנים וקרובים בניסיון להשמיד את האויב ולהחזיר את החטופים. ולמרות זאת , אני לא דורש זכות וטו על כלום. אין לי עדיפות בקולות בקלפי, ולדעה שלי אין משקל עודף בשום מקום.  מאחל לעצמי ולך תמיד להיות בצד הנותן, וגם אם נהיה צריכים לקבל, אני מקווה שיהיה לנו את הכח לתת גם אז."
AmiadCohen,2024-09-01 13:23:31,474,10,0,0,כולם עדינו העצני
AmiadCohen,2024-09-01 13:40:03,24,1,1,0,"@piniyamin לכל הידוע לי אין דבר כזה. אפילו בלינקן, שאיננו תומך נתניהו כידוע, אמר שנתניהו הסכים לה וחמאס לא. 

אגב, יש לך את פרטי העסקה שאתה טוען שקיימת? למה חמאס הסכימו ומה נתניהו דורש שמפיל את העסקה?"
AmiadCohen,2024-09-01 13:45:56,22,0,1,0,@piniyamin אבל חמאס לא הסכים למתווה גם אז
ptr_dvd,2024-09-01 13:47:47,3806,616,17,21,@BDYemini הלכת לאיבוד בן-דרור. מי היה מאמין שיגיע היום שתפגין למען כניעה לתנאים שמכתיב האויב. פשוט עצוב.
ptr_dvd,2024-09-01 13:54:09,1527,147,7,6,"@kann_news @lielkyzer מדובר בארגון שמאל שמתנגד למלחמה נקודה.
אולי היה כדאי לתת מעט מיסגור לעניין במקום לזרוע דה-מורליזציה בתפוצת ערוץ השידור הציבורי בזמן מלחמה. https://t.co/8J9JTckfjm"
AmiadCohen,2024-09-01 13:55:27,14,0,1,0,"@piniyamin אין אף גורם שטוען שחמאס הסכימו לעסקה. הם לכאורה, לפי גורמי חמאס בלבד, הסכימו למתווה אבל לא המשיכו את הדיונים לגביו, וגם זה בלי אישור מאף גורם רשמי ישראלי או אמריקאי."
ptr_dvd,2024-09-01 14:03:42,1124,169,5,9,"כמה סופרלטיבים וכמה מעט לוגיקה.
באיזה מובן מדובר ב""מחטף""?
היה להצעה רוב גורף.
המתנגד היחיד היה גלנט.
החלטה שאתה לא אוהב היא לא ""מחטף"".
האם אימצת לחלוטין את ז'רגון קפלן?
ובאופן ענייני: האם אתה מוכן לנסיגה ישראלית מלאה; סינוואר על הכס; חמאס בשלטון; פתיחת שערים ל""שיקום"" הרצועה; החיאת האויב העזתי באמצעות מעבר סחורות ממצרים וכסף מכל רחבי העולם בעשור הקרוב - תמורת חלק מהחטופים?
כי זו ה""עסקה"" שעל השולחן.
מה שהם מכנים ""עסקה"" זו כניעה ותבוסה מוחלטת של ישראל במלחמה הקשה ביותר מאז תש""ח.
הרמת הידיים הזו תאותת לכרישים מסביב שתם המפעל הציוני.
אני לא מאמין שיש אדם ציוני אחד במדינת ישראל שאם האחריות הלאומית הייתה בידיו הוא היה הולך על ""עסקה"" כזו.
הפגנות למען כניעה בשעת מלחמה זה לא מקום שההיסטוריה שופטית לחיוב."
ptr_dvd,2024-09-01 14:12:24,5666,1107,44,33,@Efratrayten1 את תומכת בהשבתה פוליטית שמנוגדת לחוק? את מחוקקת למען השם!
ptr_dvd,2024-09-01 14:28:36,91,5,1,0,@yes_no_maby_yes @BDYemini תן מרחב לרטוריקה חבר יקר
ptr_dvd,2024-09-01 14:47:20,5256,355,5,30,https://t.co/rt8U8fIMkN
ptr_dvd,2024-09-01 14:53:05,21775,1403,59,112,"יו""ר לשכת עוה""ד תומך בשביתה בלתי חוקית.
זמנים מעניינים."
ptr_dvd,2024-09-01 16:33:42,4853,268,7,7,"תקראו גם את ספריו ותרגומיו.
איש ענק התהלך כאן."
AmiadCohen,2024-09-01 16:48:45,1404,70,5,6,לו אני חבר כנסת הייתי מציג עכשיו תיקון לחוק ״ההסכמים הקיבוציים״ ומאפשר לכל עובד להחליט אם הוא רוצה להיות מאוגד או לא. https://t.co/9vWiGGlAgc
AmiadCohen,2024-09-01 17:01:01,34,0,1,0,@770qwertyu השליש מופיע בחוק
ptr_dvd,2024-09-01 17:02:37,3273,362,14,9,@ShukiFriedman שואל ברצינות גמורה - מה אתה מבקש? עבור מה אתה מפגין?
AmiadCohen,2024-09-01 17:13:28,343,23,2,1,@tallouria אולי ניתן למנהל בית הספר להחליט איזה מורים להעסיק ושיחליט מה שטוב לו.
ptr_dvd,2024-09-01 17:21:26,77892,1700,189,150,"כיליד הונגריה הקומוניסטית גדלתי אל תוך הסיפורים כיצד בחלוף הזמן פתאום כל ההונגרים סיפרו על עצמם שהיו ""מתנגדי משטר"" והכחישו כל קשר לקומוניזם.
כך זה היה גם באירופה לאחר נפילת הפשיזם, פתאום כולם היו ברזיסטנס, כולם היו פרטיזנים וכולם היו חסידי אומות העולם.
זה הפך לחומר נהדר להרבה הומור אירופאי.
אבל יש בזה משהו עמוק.
במרחק הזמן אנשים מתנערים ומתביישים בעדריות שלהם.
והיות שרבים נהרו כעדר, קל יותר גם להתנער, כי כולם מתנערים.
בדיוק כך, בעוד 30 שנה כולם יעידו על עצמם שהם בכלל היו בעד השמדת החמאס והתנגדו להפגנות המחפירות שקראו להיכנע לאויב ממש בשעה שלוחמי צה""ל שכבו בחזית.
ויש מעט נחמה בעתיד הזה שבוא יבוא.
והוא יבוא."
ptr_dvd,2024-09-01 17:31:05,420,55,2,0,@ShukiFriedman האומנם? https://t.co/IIR8u7fVsE
ptr_dvd,2024-09-01 17:36:42,7347,406,19,9,"@TomerNaor אתה עוד תתחרט על השימוש שלך בביטוי הבזוי הזה ""ביביזם""."
ptr_dvd,2024-09-01 18:07:24,7378,97,17,3,@TomerNaor כך חשבו גם אלו שהשתמשו בN Word
AmiadCohen,2024-09-01 18:24:15,2031,148,2,2,"זהו, אני נכנע, אני מוכן לשחרר את כל החטופים שאני מחזיק. 

רק בבקשה תטפלו בחולים. הם לא באמת קשורים במשחק המטופש הזה שלכם."
AmiadCohen,2024-09-01 18:46:29,3517,282,3,32,"כשההסתדרות הרפואית תורה לרופאים שלא לטפל בתושבי עזה, יו""ש ואסירי שדה תימן עד להשבת אחרון החטופים נדע שאכפת להם מהחטופים. עד אז הם סתם פוליטקאים בחלוק לבן."
AmiadCohen,2024-09-01 20:46:38,952,34,3,3,"""אוהד, תסלח לי... מהן בדיוק הדרישות שלכם כאוהדים?""
""אז ככה רוצים לקבוע מי יהיו השופטים! אם לא אנחנו החלטנו לשרוף את המועדון!""
""תגיד לי בבקשה אתה יכול למנות את הדרישות שלכם?""
""למה למנות שאני יכול לספור לך אותם?""
""בבקשה מנה.""
""מה?""
""ספור.""
""אז ככה, אנחנו רוצים 15 ניצחונות בשנה מינימום... 15, כן? אם לא - נשרוף את המועדון. אנחנו גם רוצים לקבוע, פעם אחת ולתמיד, מי יהיה השחקנים, מי יהיה המאמנים, מי יהיה התוצאה, ומי יהיה מזג האוויר.""
""ואם זה לא יינתן לכם?""
""אנחנו נשרוף את המועדון."""
