author_username,created_at,impression_count,like_count,reply_count,retweet_count,text,word_count
ptr_dvd,1688382972,32168,346,35,19,בורות וניתוק היסטורי מזוקקים כמו יהלום לציוץ. הרי היהודים היו שוב ושוב ושוב במצבים קשים לאין שיעור במשך קרוב לאלפיים שנה. ולא ראינו צמיחה של תרבות טרור וצימאון לדמם של חפים מפשע. פרופ' למשפט בין לאומי בלי הקשר היסטורי או פרספקטיבה. בעצם האמת שזה מאוד מתאים לאנשי משפט בין לאומי.,50
ptr_dvd,1688499771,4820,129,12,2,לא הבנתי איך השמאל התל-אביבי שנהנה לזהות קרינג' בכל דבר לא זע באי נוחות לאור המראות הללו. קרינג' הקרינג'ים.,19
ptr_dvd,1694019874,9599,408,31,34,דברים חשובים מפי ראש הרשות המחוקקת. מציע לכם לצפות בדברים המלאים ולא להסתפק בכותרות ובמיסגור שבוחרים עבורכם אחרים.,18
ptr_dvd,1689762316,10698,112,53,4,"מה גורם לאנשים רציונליים לא להכין מלפפונים כבושים? פי אלף יותר טעים מכל מה שתקנו, כלום כסף, מוכן תוך ימים ספורים בחום הזה. וזיכרונות ילדות מכים בכם כאילו יש קוקטייל אייוואסקה, סן-פדרו, דיאמטי ופסילוסיבין בכל ביס. מוש.",37
ptr_dvd,1692897560,7728,71,20,2,מוסרית מדובר במעשה מתועב ושפל. אך יש קשיים תאורטיים לא מבוטלים ביישום הפללה של שקרים שקודמים ליחסי מין. קו הגבול בין מעשה פלילי ללא פלילי כלל לא ניתן לשירטוט ויש אינדיקציות ליישום בפועל בעיקר במקרים של גברים בני מיעוטים ואוכלוסיות שוליים שמתחזים לשכבות הגבוהות. ראוי לדיון ציבורי.,47
ptr_dvd,1696577301,102849,813,68,64,"החולשה שמקרינה מדינת ישראל בתחומי הביטחון וביטחון הפנים מזכירה לי ילד שמשחק שחמט. הוא מספר לעצמו שאובדן הרץ, הצריח והפרש זו הקרבה (""גמביט"") כי יש לו מהלך על מה שחשוב באמת. רק שמהר מאוד מסתבר שלא עסקינן בבובי פישר ולא במיכאיל טל אלא בילד רגיל שנשאר בלי כלים. יקיץ הרי הקץ על האשליה שסעודיה, המב""מ ואיראן, חשובים ככל שיהיו - הם הצדקה להפקרות שמתחוללת כאן. וקצה של אשליה זה תמיד אירוע מכוער.",72
ptr_dvd,1693244025,3960,143,11,10,"זה המקום להזכיר שיש לפורוש רקורד עשיר מאוד של ביקורים אצל ברלנד לאחר שנעצר ואף לאחר שהורשע וקידום אינטרסים שלו כמו מאבק על מקומו בל""ג בעומר במירון. חרפה מוסרית איומה. קלון גדול. אין בי אלא בוז לחברי הקואליציה שלא אומרים מילה על התופעות הללו.",44
ptr_dvd,1689530609,2166,24,10,1,אין הרבה שמחות כמו השמחה כשג'וקוביץ' מפסיד,7
ptr_dvd,1689774516,11901,251,70,9,מה היה לפני שהתפתחה עילת הסבירות הרחבה?,7
ptr_dvd,1690708547,14736,411,55,25,לא הבנתי. חשבתי שסבירות תביא דיקטטורה. אני מבולבל כבר.,9
