author_username,created_at,impression_count,like_count,reply_count,retweet_count,text
Meir_Rubin,1689186536,25669,19,5,0,"כן, בעצם. ראיתי פרק אחד מסיינפלד, אחד מחברים, כמה משפחת סימפסון ועוד פה ושם."
Meir_Rubin,1695362052,125412,1481,171,151,"רוטמן: ""האם בהפגנה מול פורום קהלת הותקף המנכ""ל פיזית?"" שרף: ""לא"". ובכן, הותקפתי פיזית."
Meir_Rubin,1689175491,40352,90,42,0,"עונה 1 פרק 2, עלילה מופרכת לחלוטין על דתי לאומי שמאמין שיש קדושה בחתיכת בשר בגלל שאפשר לראות בה פרצוף מעוך. מצד שני, נרשם חיוך על הביטוי ""צדיק בלי תיק"" אז יצאנו עם משהו."
Meir_Rubin,1689098550,479,8,0,0,"נולד בגינה שלנו לחתולת רחוב, מחפש בית חם."
Meir_Rubin,1689087462,50727,156,49,0,"עונה 1 פרק 1, מעל מאה שחקנים ואנשי צוות הפקה הפיקו לכאן ***חינוכית*** פרק שבו מנהלת סופר מפתיעה עובד ערום במשרד שלה וקופאית נושכת לקוח קשיש עד זוב דם. 0 חיוכים מצידי."
Meir_Rubin,1689068517,1137,24,2,1,"ברור שניסו לתת לאמבולנס לעבור, בפועל מעכבים אותו מאוד לעומת מצב רגיל. ""נרשמים עיכובים משמעותיים בתנועת אמבולנסים"" זאת מציאות עובדתית פשוטה. הנה:"
Meir_Rubin,1689052370,970,7,3,0,וזאת אשתי בחדר הפיקוד של ספינת המלחמה הראשית. מוזמן למצוא לי תמונה שלך מחדר הפיקוד של ספינת מלחמה זרה.
Meir_Rubin,1689052281,2885,14,5,0,"קח, ליצן. אני Ship Agent בפארל הארבור על ספינת עבודה מלוכלכת."
Meir_Rubin,1689051105,10332,93,9,0,"מקייאקים ועד ספינות מלחמה וספינות מפרש חינוכיות שמקיפות את העולם בכל שנה, יצא לי לחוות לא מעט. תודה ששאלת."
Meir_Rubin,1689002901,140,0,1,0,"נשיא בית הדין הארצי לעבודה דאז סטיב אדלר גם לא משכנע אותך? ""אינם בגדר שביתה חוקית"" משפט בעברית שמשמעו שהצעדים שננקטו הם שביתה לא חוקית."
Meir_Rubin,1688961811,84833,761,47,3,אצפה בפרק של קופה ראשית על כל 100 לייקים פה... אל תגזימו אבל.
Meir_Rubin,1688928212,259,1,1,0,זה מתוך פסק דין 'בזק' של העליון.
Meir_Rubin,1689181115,4633,20,4,0,"אני לא ""חווה סדרות"", זאת פעם ראשונה בחיי שאני רואה סדרה ככה."
Meir_Rubin,1689187135,4116,28,2,0,"אני יליד 1983. בבית לא הייתה טלוויזיה ובאופן כללי העדפתי ספרים או ספורט. כן ראיתי לא מעט פרקים של דנבר הדינוזאור האחרון אצל שכנים בימי שלישי אחר הצהריים, אבל זה היה לפני 30 שנה בערך."
MisgavINS,1695991963,501646,162,130,25,"שלוש שנים להסכמי אברהם - עתיד השלום האזורי כנס מיוחד של מכון משגב לביטחון לאומי ולאסטרטגיה ציונית בהשתתפות נציגים רשמיים, שרים ובכירים ממדינות האיזור להרשמה:"
MisgavINS,1692772449,737,2,0,1,"ראש מכון משגב לביטחון לאומי ואסטרטגיה ציונית, מאיר בן שבת: נכון להמשיך במדיניות הבידול בין עזה לאיו""ש ולבחון מחדש את המדיניות בנוגע להיתרי העבודה לפלסטינים מהרצועה. נכון להגביר את מאמצי הסיכול במיוחד כנגד תשתיות חמאס בכל שטחי יו""ש. לקריאת הכתבה המלאה:"
ptr_dvd,1694019874,9599,408,31,34,דברים חשובים מפי ראש הרשות המחוקקת. מציע לכם לצפות בדברים המלאים ולא להסתפק בכותרות ובמיסגור שבוחרים עבורכם אחרים.
ptr_dvd,1689762316,10698,112,53,4,"מה גורם לאנשים רציונליים לא להכין מלפפונים כבושים? פי אלף יותר טעים מכל מה שתקנו, כלום כסף, מוכן תוך ימים ספורים בחום הזה. וזיכרונות ילדות מכים בכם כאילו יש קוקטייל אייוואסקה, סן-פדרו, דיאמטי ופסילוסיבין בכל ביס. מוש."
ptr_dvd,1692897560,7728,71,20,2,מוסרית מדובר במעשה מתועב ושפל. אך יש קשיים תאורטיים לא מבוטלים ביישום הפללה של שקרים שקודמים ליחסי מין. קו הגבול בין מעשה פלילי ללא פלילי כלל לא ניתן לשירטוט ויש אינדיקציות ליישום בפועל בעיקר במקרים של גברים בני מיעוטים ואוכלוסיות שוליים שמתחזים לשכבות הגבוהות. ראוי לדיון ציבורי.
ptr_dvd,1696577301,102849,813,68,64,"החולשה שמקרינה מדינת ישראל בתחומי הביטחון וביטחון הפנים מזכירה לי ילד שמשחק שחמט. הוא מספר לעצמו שאובדן הרץ, הצריח והפרש זו הקרבה (""גמביט"") כי יש לו מהלך על מה שחשוב באמת. רק שמהר מאוד מסתבר שלא עסקינן בבובי פישר ולא במיכאיל טל אלא בילד רגיל שנשאר בלי כלים. יקיץ הרי הקץ על האשליה שסעודיה, המב""מ ואיראן, חשובים ככל שיהיו - הם הצדקה להפקרות שמתחוללת כאן. וקצה של אשליה זה תמיד אירוע מכוער."
ptr_dvd,1693244025,3960,143,11,10,"זה המקום להזכיר שיש לפורוש רקורד עשיר מאוד של ביקורים אצל ברלנד לאחר שנעצר ואף לאחר שהורשע וקידום אינטרסים שלו כמו מאבק על מקומו בל""ג בעומר במירון. חרפה מוסרית איומה. קלון גדול. אין בי אלא בוז לחברי הקואליציה שלא אומרים מילה על התופעות הללו."
ptr_dvd,1689530609,2166,24,10,1,אין הרבה שמחות כמו השמחה כשג'וקוביץ' מפסיד
ptr_dvd,1689774516,11901,251,70,9,מה היה לפני שהתפתחה עילת הסבירות הרחבה?
ptr_dvd,1690708547,14736,411,55,25,לא הבנתי. חשבתי שסבירות תביא דיקטטורה. אני מבולבל כבר.
ptr_dvd,1695879137,91013,1476,64,51,"זה לא סתם סטנד-אפ, זו אומנות. גאון."
