username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international
AmiadCohen,0,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Labor unions', 'Judicial oversight']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",70,"['אם זה הסרטון שאתם מדברים עליו, הוא לא אומר מה שאתם רוצים שהוא יגיד.', 'מי אתם נתינים נבחרים שתזכו להביע את עמדתכם מול בית המשפט??? אז מה אם נתינים אחרים בחרו בכם???? זה לא שכונה פה, זאת דמוקרטיה !!!!!!!!!!']","['cynical', 'frustrated']","['Reduce judicial oversight', 'Strengthen parliamentary power', ""Promote Israel's Jewish identity""]","Highly ideological, with a strong belief in free-market economics and reduced government regulation. Distrustful of labor unions and judicial oversight, and focused on promoting Israel's Jewish national identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a balance between security-related terms and judicial reform terms, indicating a focus on both national security and judicial/political issues.', 'score': 50}","{'analysis': 'Approximately 40% of the policy-focused posts discuss national security, while 60% focus on economic and judicial reform issues.', 'score': 60}","{'analysis': 'The tone towards government oversight is increasingly critical, with a desire to reduce judicial oversight and strengthen parliamentary power.', 'score': 8}","{'analysis': ""There is a clear shift in emphasis from individual rights towards collective security, with a focus on strengthening the state's power and reducing constraints on the government."", 'score': 6}","{'analysis': 'References to international law are limited, with a greater focus on domestic political and security issues. There is a nationalist, unilateralist tone.', 'score': -30}","{'analysis': 'The tweets indicate a high priority on defense spending and military capabilities, with a desire to maintain a strong and dominant military force.', 'score': 9}","{'analysis': 'There is an openness to expanding executive branch powers, particularly in the realm of national security, with less concern for checks and balances.', 'score': 3}","{'analysis': 'The emphasis is clearly on judicial reform, with national security issues taking a secondary role in the public discourse.', 'score': 70}","{'analysis': 'There is a willingness to restrict civil liberties during emergency situations, with a focus on collective security over individual rights.', 'score': 7}","{'analysis': 'The focus is predominantly on domestic political and economic issues, with less emphasis on international relations and foreign policy.', 'score': 70}"
AmiadCohen,1,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Yair Lapid', 'Benny Gantz']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",80,"['לא משנה כמה המנהיגים הפוליטיים של הימין טיפשים, כשזאת האלטרנטיבה, הם ימשיכו להוביל את המדינה לנצח.', 'את ההערכה שלי לחליווה והרצי הלוי איבדתי מזמן. אבל אני לא מבין איך קצין מעל דרגת סרן ששירת באוגדת עזה לפני המלחמה מצליח לקום בבוקר ולהסתכל במראה.']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and increasing parliamentary power']","Highly critical of the political left and supportive of a right-wing nationalist agenda, with a cynical and angry tone towards perceived opponents.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a greater emphasis on security-related issues compared to judicial reform, with frequent references to military operations, defense strategy, and national security concerns.', 'score': 70}","{'analysis': 'The majority of the posts focus on national security and political issues, with relatively little discussion of economic policies or reforms.', 'score': 80}","{'analysis': 'The tweets express a clear opposition to strong government oversight and a desire to reduce judicial checks on the executive and legislative branches.', 'score': 8}","{'analysis': 'The tweets prioritize the collective security and nationalist interests of Israel over individual rights and civil liberties, with a strong emphasis on military power and the suppression of perceived enemies.', 'score': 7}","{'analysis': 'There are no explicit references to international law or norms, suggesting a disregard or dismissal of such frameworks in favor of a more unilateral, nationalist approach to security and foreign policy.', 'score': -80}","{'analysis': 'The tweets do not directly address defense spending, but the overall tone suggests a strong prioritization of military capabilities and a willingness to allocate resources towards security objectives, even at the expense of other policy areas.', 'score': 8}","{'analysis': ""The tweets express support for reducing judicial oversight and increasing the power of the legislative branch, which could be interpreted as a desire to expand the executive's authority during emergency situations."", 'score': 3}","{'analysis': 'The tweets place a greater emphasis on security and military issues compared to judicial reform, suggesting that the latter is a secondary concern or a means to an end in the pursuit of a more nationalist, security-focused agenda.', 'score': 70}","{'analysis': 'The tweets do not directly address civil liberties or emergency restrictions, but the overall tone suggests a willingness to prioritize collective security over individual rights, particularly in the context of perceived threats to the state.', 'score': 7}","{'analysis': ""The tweets focus primarily on domestic political and security issues, with limited discussion of Israel's international relations or foreign policy concerns, indicating a more inward-looking, nationalist orientation."", 'score': 80}"
AmiadCohen,2,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Yair Lapid', 'Benny Gantz', 'Gadi Eisenkot', 'Ronen Manelis', 'Kohelet Forum']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['רבאק, רדמן הזה מטומטם אמיתי🤦🏽\u200d♀️. יש לו הבנה אפסית בתפיסת עולם של רוטמן ופרופ אליה, וכתוצאה הוא פולט שטויות כמו מה שקרה פה. מביך. אין לו מושג ירוק על מה הוא מפגין ובשביל מה הוא ניסה לפרק את הצבא. חבל שהוא מייצג את השמאל.', 'פתית שלג רך ועדין שכמותו. שואלים שאלה והוא נמס 🫠']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for reduced judicial oversight and stronger parliamentary power']","The user exhibits a strong ideological stance in favor of free-market economics, reduced government regulation, and a Jewish nationalist agenda. They are highly critical of perceived political opponents and display a cynical, frustrated tone towards those who disagree with their views.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The user frequently references security-related topics, such as defense spending and military operations, in addition to discussing judicial reform. This suggests a balanced focus on both security and judicial issues.', 'score': 50}","{'analysis': ""The user's posts cover a mix of national security and economic/judicial policy issues, with a slight emphasis on security-related topics."", 'score': 60}","{'analysis': 'The user expresses a clear preference for reduced judicial oversight and stronger parliamentary power, indicating a shift towards limiting government oversight.', 'score': 8}","{'analysis': ""The user's focus on national security and Jewish nationalist identity suggests a greater emphasis on collective security over individual rights."", 'score': 6}","{'analysis': 'The user does not make any direct references to international law, suggesting a limited consideration of this framework.', 'score': -20}","{'analysis': 'The user strongly advocates for a significant increase in defense spending, indicating a high priority on military capabilities.', 'score': 9}","{'analysis': ""The user's support for reduced judicial oversight and stronger parliamentary power suggests a willingness to expand executive branch powers during emergency situations."", 'score': 3}","{'analysis': 'While the user discusses both judicial reform and security issues, there is a slightly greater emphasis on security-related topics.', 'score': 60}","{'analysis': ""The user's focus on national security and military capabilities suggests a greater willingness to accept restrictions on civil liberties during emergency situations."", 'score': 7}","{'analysis': ""The user's posts primarily address domestic policy issues, with limited discussion of international relations, indicating a stronger focus on domestic concerns."", 'score': 70}"
AmiadCohen,3,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Professors of Law', 'The Israeli Academic Establishment', 'Left-wing Parties', 'Judicial Oversight', 'Labor Unions']","['Douglas Murray', 'Benjamin Netanyahu', 'Judicial Reform', 'Free Market Economics', 'Zionist Ideology']",75,"['רמת הבורות הכלכלית של פרופסור למשפטים היא בלתי נתפסת ומעידה כנראה על רמת האקדמיה הישראלית (ובעיקר על ההטיה האידיאולוגית שלה שמונעת ממנה להבין עובדות)', 'ככל שרמת הטענות שלך יורדת הטקסטים שלך הופכים אלימים יותר ויותר. וכרגע נראה שאין לך אף טענה ענינית כי כל פוסט שלך הוא אוסף של ביטויים אלימים.']","['cynical', 'frustrated']","['Promote free-market economics and reduce government regulation', ""Strengthen Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and empower the parliament']","Highly ideological, distrustful of academia and the left, and strongly supportive of a nationalist, free-market agenda for Israel.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a strong emphasis on security-related terms compared to judicial reform, indicating a focus on national security issues.', 'score': 70}","{'analysis': 'The majority of policy-focused posts appear to be on national security matters rather than economic or judicial issues.', 'score': 80}","{'analysis': 'The tone towards government oversight, particularly the judiciary, is highly critical and seeks to reduce its influence.', 'score': 8}","{'analysis': 'There is a clear shift in emphasis towards prioritizing collective security over individual rights.', 'score': 7}","{'analysis': ""References to international law are limited, with a focus on promoting Israel's national interests over adherence to global norms."", 'score': -60}","{'analysis': 'The tweets advocate for maintaining or increasing defense spending as a top priority.', 'score': 9}","{'analysis': ""There is support for expanding the executive branch's emergency powers and reducing checks and balances."", 'score': 3}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties in the name of national security during emergency situations.', 'score': 7}","{'analysis': 'The focus is primarily on domestic policy issues, with limited attention paid to international relations.', 'score': 80}"
AmiadCohen,4,"['Advocating for privatization of education system', 'Criticizing left-wing influence in education', 'Promoting free-market economics and reduced government regulation']","['Ministry of Education', ""Teachers' unions"", 'Left-wing establishment']","['Kohelet Forum', 'Douglas Murray', 'Ben Shapiro']",70,"['כל הפקידות של מערכת החינוך היא שמאל. איגודי עובדים זה שמאל. לשר החינוך בכל ממשלות ישראל יש אפס השפעה על מערכת החינוך. אין לו יכולת להשפיע על מימון, אין לו יכולת להשפיע על תכנים. הוא עציץ במשרד. אז כן, שני החסמים העיקרים לתיקון מערכת החינוך הם עמוק בשמאל. משרד החינוך וארגוני המורים', 'אולי שמישהו בשמאל הישראלי יתעורר ויבין שצריך להפריט את מערכת החינוך. כי שר החינוך לא יכול להיות אחראי לכל מערכת שעות. תנו להורים להיות הלקוח ולהחליט לאן הם ישלחו את הילדים ואיך זה יתנהל. אבל התפיסה הקומוניסטית של השמאל בישראל מכריחה אותו לתת לממשלה את כל הכח. לא נתפס']","['cynical', 'frustrated']","['Privatize the education system', 'Reduce government control over education']","The user exhibits a strong anti-left, pro-free market ideology, with a cynical and frustrated tone towards the perceived left-wing influence in the education system and government.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform and education policy than on security-related issues.', 'score': 30}","{'analysis': 'The majority of the posts are focused on economic and education policy, with less emphasis on national security issues.', 'score': 20}","{'analysis': 'The user expresses a clear desire to reduce government oversight and control, particularly in the education system.', 'score': 8}","{'analysis': 'The user prioritizes individual rights and parental choice over collective government control, indicating a shift towards emphasizing individual liberties over collective security.', 'score': 6}","{'analysis': 'There are no direct references to international law in the provided tweets.', 'score': 0}","{'analysis': 'The tweets do not discuss defense spending or budget priorities, focusing instead on education and economic policy.', 'score': 3}","{'analysis': 'The user does not express a clear stance on executive powers, as the tweets are focused on other policy areas.', 'score': 3}","{'analysis': 'The user places a much greater emphasis on judicial reform and education policy than on security-related issues.', 'score': 70}","{'analysis': 'The tweets do not discuss attitudes towards civil liberties during emergency situations.', 'score': 5}","{'analysis': ""The user's focus is primarily on domestic policy issues, with little to no discussion of international relations."", 'score': 80}"
AmiadCohen,5,"['Advocating for free-market economics and reduced government regulation', ""Promoting Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Movement for Quality Government in Israel', 'Shin Bet security service', 'Ronen Bergman', 'Benny Gantz']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Argentine Defense Minister Luis Padrí', 'Israeli government']",80,"['לכבוש את כל השטח עד הליטאני, ולהודיע שאנחנו נשארים שם עד שחיזבאללה מפורק מנשקו. בנתיים ממשיכים להפציץ, לשרוף ולהרוס את כל הכפרים ששימשו כבסיסי צבא של חיזבאללה דרומית לליטאני. ממשיכים להפציץ את בירות והבקעא. ומחכים. מאותו הרגע הזמן פועל לטובתנו.', 'התנועה לאיכות השלטון מעריצה את ראש השירות החשאי כדי שהוא ישתמש בכוחו להדיח ראש ממשלה מכהן שנבחר בבחירות דמוקרטיות רק בגלל שהוא מהמפלגה היריבה. מאד ליברלי מצידם']","['cynical', 'angry']","['Promote free-market economics and reduce government regulation', ""Strengthen Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and empower the parliament']","The user exhibits a strong ideological commitment to free-market economics, Jewish nationalism, and reducing the power of the judiciary in favor of the legislative branch. They are highly critical of perceived opponents and display an adversarial, confrontational tone.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The user frequently references security-related terms like 'Hezbollah', 'air strikes', and 'military operations', indicating a strong focus on national security issues. However, they also devote significant attention to judicial reform and the balance of power between the branches of government."", 'score': 70}","{'analysis': ""Approximately 60% of the user's posts focus on national security and defense issues, while the remaining 40% address economic and judicial reform topics. This suggests a policy emphasis on security matters over domestic economic concerns."", 'score': 60}","{'analysis': ""The user's tone towards government oversight becomes increasingly critical, expressing a desire to reduce the power of the judiciary and strengthen the authority of the legislative branch. This indicates a shift towards limiting checks on executive power."", 'score': 8}","{'analysis': ""The user's focus appears to prioritize collective security and national interests over individual rights and civil liberties. They advocate for measures that would enhance the state's power at the expense of personal freedoms."", 'score': 6}","{'analysis': 'The user makes limited references to international law, suggesting a greater emphasis on unilateral action and national interests rather than adherence to global norms and institutions.', 'score': -20}","{'analysis': ""The user consistently argues for maintaining a strong military and increasing defense spending, viewing it as essential for Israel's security and strategic position in the region."", 'score': 9}","{'analysis': ""The user expresses support for expanding the executive branch's authority, particularly in the realm of national security, and reducing the checks and balances provided by the judiciary and legislative bodies."", 'score': 4}","{'analysis': 'While the user devotes significant attention to both judicial reform and national security issues, their emphasis appears to be slightly more focused on the former, suggesting a greater priority on reshaping the legal and political system over immediate security concerns.', 'score': 60}","{'analysis': 'The user exhibits a willingness to accept greater restrictions on civil liberties and individual rights during perceived emergency situations, prioritizing collective security over personal freedoms.', 'score': 7}","{'analysis': ""The user's posts demonstrate a stronger focus on domestic policy issues, particularly related to the judicial system and economic matters, rather than international relations and foreign policy concerns."", 'score': 70}"
AmiadCohen,6,"[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for reduced judicial oversight and stronger parliamentary power', 'Supporting privatization and opposing labor unions']","['Kohelet Forum', 'Benjamin Netanyahu', 'Yair Lapid']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['אֶרְדּוֹף אוֹיְבַי וְאַשִּׂיגֵם וְלֹא אָשׁוּב עַד כַּלּוֹתָם', 'גרטה: אני רוצה להודות לחמאס על הסיוע בהצלת כדור הארץ וצמצום חתימת הפחמן של יהודים. פחות יהודים, פחות פליטות פד״ח.']","['angry', 'cynical']","[""Promote Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and strengthen parliamentary power']","Strongly nationalistic, supportive of right-wing policies, and critical of left-wing and liberal institutions","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a clear focus on security-related issues, with frequent references to military operations, defense, and threats to Israel. Discussions of judicial reform are less prominent, suggesting a greater emphasis on national security compared to judicial issues.', 'score': 80}","{'analysis': 'The majority of the tweets focus on national security and political issues, with limited discussion of economic policies or reforms. This indicates a stronger emphasis on security-related matters compared to economic/judicial concerns.', 'score': 70}","{'analysis': 'The tweets express a clear desire to reduce judicial oversight and increase parliamentary power, suggesting a shift towards less government oversight and more political control over the legal system.', 'score': 8}","{'analysis': 'The tweets prioritize the collective security and national identity of Israel over individual rights and liberties, indicating a shift towards a more authoritarian and nationalist approach.', 'score': 7}","{'analysis': 'There are no explicit references to international law or norms in the tweets, suggesting a disregard or dismissal of such frameworks in favor of a more unilateral, nationalist approach to security and policy.', 'score': -80}","{'analysis': 'The tweets do not directly address defense spending, but the overall focus on security and military operations implies a continued or increased priority on defense-related budgets and resources.', 'score': 8}","{'analysis': 'The tweets express support for reducing judicial oversight and strengthening parliamentary power, which could indicate a desire to expand executive branch authority and emergency powers at the expense of checks and balances.', 'score': 4}","{'analysis': 'The tweets place a much greater emphasis on security-related issues and concerns compared to judicial reform, suggesting that national security is the higher priority for this group.', 'score': 80}","{'analysis': 'The tweets do not directly address civil liberties or emergency restrictions, but the overall nationalist and security-focused tone implies a willingness to prioritize collective security over individual rights during times of crisis or conflict.', 'score': 7}","{'analysis': 'The tweets primarily focus on domestic Israeli politics and security issues, with limited references to international relations or the global context. This suggests a stronger emphasis on domestic policy and concerns compared to international engagement.', 'score': 70}"
AmiadCohen,7,"['Advocating for reduced judicial oversight', ""Promoting Israel's Jewish nation-state identity"", 'Opposing labor unions and supporting privatization']","['Benny Gantz', 'Yair Lapid', 'Ehud Barak', 'Kohelet Forum']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['עד שבג״ץ יגיד שאסור לירות שם כי יש מפגינים והוראות הפתיחה באש לא חוקיות', 'אתה מתיחס לכוחות הפשיטה ואני מתיחס לכלל הכוחות. נתנו להם לבנות צבא בסדר גודל של 3 אוגדות. זאת אסטרטגיה כושלת.']","['cynical', 'angry']","['Reduce judicial oversight', 'Strengthen parliamentary power', ""Promote Israel's Jewish identity""]","Highly critical of the current government and security establishment, advocating for a more nationalist, free-market agenda with reduced checks on executive power.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The user frequently references security and military issues, often criticizing the government's handling of conflicts with Hamas and Hezbollah. However, they also devote significant attention to judicial reform and reducing oversight, suggesting a balance between security and ideological priorities."", 'score': 60}","{'analysis': 'While the user discusses security matters, a substantial portion of their posts focus on economic policies like tax reform and privatization, indicating a strong emphasis on economic issues alongside national security.', 'score': 50}","{'analysis': 'The user expresses a clear desire to reduce government oversight, particularly of the judiciary and military. Their tone becomes increasingly critical of checks on executive power over time.', 'score': 8}","{'analysis': ""The user prioritizes the collective security of Israel as a Jewish nation-state over individual rights, advocating for policies that strengthen the state's power at the expense of judicial and civil liberties."", 'score': 7}","{'analysis': ""The user makes few references to international law, suggesting a focus on domestic policy over Israel's global standing and adherence to international norms."", 'score': -20}","{'analysis': 'The user does not explicitly discuss defense spending, but their support for a more assertive military posture against Hamas and Hezbollah implies a belief in the need for increased defense investment.', 'score': 7}","{'analysis': 'The user advocates for reducing checks on executive power, particularly in the judiciary, indicating a preference for stronger executive authority during emergency situations.', 'score': 3}","{'analysis': ""The user devotes significant attention to judicial reform, suggesting it is a higher priority than security-focused policies. However, they also view the two as interconnected, with judicial changes intended to strengthen the state's security capabilities."", 'score': 70}","{'analysis': 'The user appears willing to accept restrictions on civil liberties during emergency situations, prioritizing collective security over individual rights.', 'score': 8}","{'analysis': ""The user's focus is primarily on domestic Israeli politics and policies, with limited discussion of international relations or Israel's global standing. This suggests a strong emphasis on internal affairs over external considerations."", 'score': 80}"
AmiadCohen,8,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Journalists in Israel', 'Thomas Friedman', 'Nadav Eyal']","['Mark Levin', 'Kohelet Forum']",75,"['למה צריך להגיש נגדם כתבי אישום? הם תחת חוק הלב״חים ולא הדין הפלילי. צריך לצבוע את המפתח לכלוב שלהם בכחול ולזרוק לים', 'כולככככככם שומרי סף (רק החברים של יניב רוזנאי ותומכי היוריסטיקראטיה)']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Strongly ideological, distrustful of mainstream media and political opposition, supportive of nationalist and free-market policies","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The user frequently references security-related topics, particularly regarding Hamas and the regional geopolitical situation, in addition to advocating for judicial reform.', 'score': 70}","{'analysis': ""A significant portion of the user's posts focus on national security issues, with fewer posts dedicated to economic or judicial reform topics."", 'score': 60}","{'analysis': 'The user expresses a clear desire to reduce government oversight and increase parliamentary power, indicating a shift towards less government accountability.', 'score': 8}","{'analysis': ""The user's emphasis appears to be on collective security and national interests over individual rights, suggesting a prioritization of the Jewish nation-state identity."", 'score': 7}","{'analysis': 'The user makes limited references to international law, focusing more on domestic political and security considerations.', 'score': -20}","{'analysis': 'The user advocates for continued defense spending and military preparedness, even during economic challenges, indicating a high priority on national security.', 'score': 9}","{'analysis': 'The user appears to support increased executive powers and reduced judicial oversight, suggesting a shift towards greater executive authority during emergency situations.', 'score': 4}","{'analysis': 'The user places a greater emphasis on security-related issues compared to judicial reform, indicating that national security is a higher priority.', 'score': 70}","{'analysis': ""The user's statements suggest a willingness to accept greater restrictions on civil liberties during emergency situations, prioritizing collective security over individual rights."", 'score': 7}","{'analysis': ""The user's focus appears to be primarily on domestic political and security issues, with less emphasis on international relations and global considerations."", 'score': 70}"
AmiadCohen,9,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Yinon Rosen', 'Aharon Barak']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['המחשבה שהפוליטיקה הארצית היא האסטרטגיה הנכונה להשפעה על הסוציולוגיה החרדית ילדותית בעיני.', 'תומך שלטון המיעוט היוריסטיקרטי מנסה להגדיר מי יכול להחליט לצאת למלחמה . אז בדמוקרטיה, כמו שאנשים ליברלים מגדירים, יש רק סוג אחד של אנשים שיכול להחליט לצאת למלחמה - נבחרי ציבור. הבעיה שרהב לא אוהב את שמחה, ואת הציבור ששמחה מייצג, אז כאנטי דמוקרט מצוי, הוא מבטל את הלגיטימיות של נציגי ציבור שהוא לא מסכים איתם. בושה וחרפה']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","The user appears to hold strong ideological views aligned with the Kohelet Forum's agenda, which includes promoting free-market economics, reducing government regulation, and limiting judicial oversight in favor of greater parliamentary power.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform than security-related issues, with a greater emphasis on reducing judicial oversight and strengthening parliamentary power.', 'score': 70}","{'analysis': 'The majority of the policy posts appear to focus on economic and judicial issues, with less emphasis on national security concerns.', 'score': 60}","{'analysis': 'The tone towards government oversight, particularly the judiciary, becomes increasingly critical, with a push to reduce its influence and empower the legislative branch.', 'score': 8}","{'analysis': 'The tweets suggest a shift in emphasis from individual rights towards prioritizing the collective security and identity of Israel as a Jewish nation-state, with less regard for judicial oversight and civil liberties.', 'score': 6}","{'analysis': 'There are no explicit references to international law in the provided tweets, suggesting a focus on domestic policy and a potential disregard for international legal frameworks.', 'score': -50}","{'analysis': 'The tweets do not directly address defense spending or military budgets, indicating that economic and judicial reform appear to be the primary policy focus.', 'score': 3}","{'analysis': 'The tweets advocate for reducing judicial oversight and strengthening parliamentary power, which could suggest a shift towards greater executive authority during emergency situations.', 'score': 3}","{'analysis': 'The tweets place a significantly greater emphasis on judicial reform compared to security-related issues, with a clear focus on reducing the influence of the judiciary.', 'score': 80}","{'analysis': 'The tweets do not directly address changes in attitude towards civil liberties during emergency situations, but the overall push to limit judicial oversight could suggest a willingness to impose greater restrictions on individual rights.', 'score': 6}","{'analysis': 'The tweets primarily focus on domestic policy issues, such as judicial reform and economic policies, with little to no mention of international relations or foreign policy concerns.', 'score': 80}"
