username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international
AmiadCohen,0,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Labor unions', 'Judicial oversight']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",70,"['אם זה הסרטון שאתם מדברים עליו, הוא לא אומר מה שאתם רוצים שהוא יגיד.', 'מי אתם נתינים נבחרים שתזכו להביע את עמדתכם מול בית המשפט??? אז מה אם נתינים אחרים בחרו בכם???? זה לא שכונה פה, זאת דמוקרטיה !!!!!!!!!!']","['cynical', 'frustrated']","['Reduce judicial oversight', 'Strengthen parliamentary power', ""Promote Israel's Jewish identity""]","Highly ideological, with a strong belief in free-market economics and reduced government regulation. Distrustful of labor unions and judicial oversight, and focused on promoting Israel's Jewish national identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a balance between security-related terms and judicial reform topics, indicating a focus on both national security and the judicial system.', 'score': 50}","{'analysis': 'The tweets suggest a roughly equal emphasis on national security and economic/judicial issues, with no clear dominance of one policy area.', 'score': 50}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': ""The tweets prioritize collective security over individual rights, with a focus on strengthening the state's power and reducing judicial constraints."", 'score': 7}","{'analysis': 'The tweets do not make significant references to international law, suggesting a focus on domestic policy and national interests.', 'score': -20}","{'analysis': 'The tweets do not directly address defense spending, but the emphasis on national security suggests a high priority on maintaining a strong military.', 'score': 8}","{'analysis': 'The tweets express support for expanding executive power and reducing judicial oversight, particularly in matters of national security.', 'score': 3}","{'analysis': 'The tweets indicate a greater emphasis on judicial reform than on security sector reform, with a focus on reducing judicial oversight and strengthening parliamentary power.', 'score': 70}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties in the name of national security, with a focus on prioritizing collective security over individual rights.', 'score': 7}","{'analysis': ""The tweets primarily focus on domestic policy issues, with limited references to international relations or Israel's foreign policy."", 'score': 70}"
AmiadCohen,1,"['Advocating for reduced judicial oversight and stronger parliamentary power', ""Promoting Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Yair Lapid', 'Benny Gantz']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",75,"['לא משנה כמה המנהיגים הפוליטיים של הימין טיפשים, כשזאת האלטרנטיבה, הם ימשיכו להוביל את המדינה לנצח.', 'את ההערכה שלי לחליווה והרצי הלוי איבדתי מזמן. אבל אני לא מבין איך קצין מעל דרגת סרן ששירת באוגדת עזה לפני המלחמה מצליח לקום בבוקר ולהסתכל במראה.']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and increasing parliamentary power']","Highly critical of the political left and supportive of a right-wing, nationalist agenda that prioritizes reducing government regulation and judicial oversight.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a higher frequency of security-related terms compared to judicial reform terms, indicating a stronger focus on national security issues.', 'score': 70}","{'analysis': 'The majority of policy-focused tweets center around national security concerns rather than economic or judicial issues.', 'score': 80}","{'analysis': 'The tweets express a clear disdain for government oversight and a desire to reduce checks on executive and parliamentary power.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national interests over individual rights and liberties.', 'score': 7}","{'analysis': ""There are few references to international law, with a focus on unilateral action and asserting Israel's national interests."", 'score': -60}","{'analysis': 'The tweets suggest a strong preference for maintaining or increasing defense spending as a national priority.', 'score': 8}","{'analysis': 'No analysis available', 'score': 0}","{'analysis': 'Judicial reform appears to be a higher priority than security sector reform based on the content of the tweets.', 'score': 70}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties in the name of national security during emergency situations.', 'score': 7}","{'analysis': 'The tweets focus primarily on domestic policy issues related to the judicial system and national identity, with less emphasis on international relations.', 'score': 60}"
AmiadCohen,2,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Ronen Reuven', 'Yair Lapid', 'Kohelet Forum']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",75,"['פתית שלג רך ועדין שכמותו. שואלים שאלה והוא נמס 🫠', 'כל מי שלא מסכים איתי הוא מכונת רעל. #זאת_הרמה']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Strongly ideological, with a focus on advancing a nationalist, pro-free market agenda and reducing government regulation and judicial oversight.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a balance between security-related terms and judicial reform topics, with a slight emphasis on the latter.', 'score': 60}","{'analysis': 'Approximately 40% of the policy-focused posts discuss national security issues, while 60% focus on economic and judicial reform topics.', 'score': 60}","{'analysis': 'The tone towards government oversight is increasingly critical, with a desire to reduce judicial checks on parliamentary power.', 'score': 8}","{'analysis': 'There is a clear shift in emphasis from individual rights towards prioritizing collective security and the nation-state identity.', 'score': 7}","{'analysis': 'References to international law are limited, with a focus on advancing a nationalist agenda over adherence to global norms.', 'score': -60}","{'analysis': ""There are clear calls for significantly increasing defense spending to bolster Israel's military capabilities."", 'score': 9}","{'analysis': 'The tone suggests support for expanding executive branch powers during emergency situations, potentially at the expense of civil liberties.', 'score': 3}","{'analysis': 'Judicial reform appears to be the primary focus, with security issues playing a supporting role in the overall agenda.', 'score': 70}","{'analysis': 'There are indications of a willingness to restrict civil liberties in the name of collective security during crises.', 'score': 7}","{'analysis': 'The emphasis is predominantly on domestic policy issues, with limited discussion of international relations implications.', 'score': 80}"
AmiadCohen,3,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Professors of Law', 'The Israeli Academic Establishment', 'Judicial Oversight', 'Labor Unions', 'Anti-Zionist Parties']","['Douglas Murray', 'Ben Shapiro', 'Angus Maddison', 'Donald Trump', 'Kohelet Forum']",75,"['רמת הבורות הכלכלית של פרופסור למשפטים היא בלתי נתפסת ומעידה כנראה על רמת האקדמיה הישראלית (ובעיקר על ההטיה האידיאולוגית שלה שמונעת ממנה להבין עובדות)', 'מעולם לא פגשתי אנשים שלא מסכימים איתי. פעם בטעות פגשתי אדם כזה, אבל ברור שהוא היה אדם רשע לכן אני לא סופר את זה.']","['cynical', 'angry']","['Reduce government regulation and increase free-market economics', ""Strengthen Israel's identity as a Jewish nation-state"", 'Limit judicial oversight and empower the parliament']","Highly ideological, dismissive of opposing views, and willing to use aggressive rhetoric to defend their positions.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a higher frequency of security-related terms compared to judicial reform terms, indicating a strong focus on national security issues.', 'score': 70}","{'analysis': 'Approximately 60% of the policy-focused posts discuss national security, while the remaining 40% focus on economic and judicial issues.', 'score': 60}","{'analysis': 'The tone towards government oversight becomes increasingly critical, with a desire to limit judicial oversight and empower the parliament.', 'score': 8}","{'analysis': ""There is a clear shift in emphasis from individual rights towards collective security, with a focus on strengthening the state's power and reducing external threats."", 'score': 7}","{'analysis': 'References to international law are limited, with a greater focus on unilateral action and military force to address security challenges.', 'score': -40}","{'analysis': 'The tweets advocate for increased defense spending and a more aggressive military posture to confront perceived threats, with less concern for economic implications.', 'score': 8}","{'analysis': 'There is a growing acceptance of expanded executive powers, particularly in the realm of national security, with less emphasis on checks and balances.', 'score': 3}","{'analysis': 'The emphasis on judicial reform is secondary to the focus on national security, with a clear prioritization of security-related issues.', 'score': 70}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties during emergency situations, with a focus on collective security over individual rights.', 'score': 7}","{'analysis': 'The tweets demonstrate a greater emphasis on international relations and security issues compared to domestic policy concerns, reflecting a shift in priorities.', 'score': 60}"
AmiadCohen,4,"['Advocating for privatization of education system', 'Criticizing left-wing influence in education', 'Promoting free-market economics and reduced government regulation']","['Ministry of Education', ""Teachers' unions"", 'Left-wing ideology']","['Kohelet Forum', 'Douglas Murray', 'Ben Shapiro']",70,"['כל הפקידות של מערכת החינוך היא שמאל. איגודי עובדים זה שמאל. לשר החינוך בכל ממשלות ישראל יש אפס השפעה על מערכת החינוך. אין לו יכולת להשפיע על מימון, אין לו יכולת להשפיע על תכנים. הוא עציץ במשרד. אז כן, שני החסמים העיקרים לתיקון מערכת החינוך הם עמוק בשמאל. משרד החינוך וארגוני המורים', 'אולי שמישהו בשמאל הישראלי יתעורר ויבין שצריך להפריט את מערכת החינוך. כי שר החינוך לא יכול להיות אחראי לכל מערכת שעות. תנו להורים להיות הלקוח ולהחליט לאן הם ישלחו את הילדים ואיך זה יתנהל. אבל התפיסה הקומוניסטית של השמאל בישראל מכריחה אותו לתת לממשלה את כל הכח. לא נתפס']","['cynical', 'frustrated']","['Privatize the education system', 'Reduce government control over education']","The user exhibits a strong anti-left, pro-free market ideology, and is highly critical of the government's influence over the education system.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets focus more on judicial reform and education policy than on security-related issues.', 'score': 30}","{'analysis': 'The majority of the posts are focused on economic and judicial issues, with less emphasis on national security.', 'score': 30}","{'analysis': 'The user expresses a clear desire to reduce government oversight and control, particularly in the education sector.', 'score': 8}","{'analysis': 'The user prioritizes individual rights and freedoms over collective security concerns, advocating for reduced government intervention.', 'score': 7}","{'analysis': 'There are no significant references to international law in the provided tweets.', 'score': 0}","{'analysis': 'The tweets do not directly address defense spending or budgetary priorities.', 'score': 5}","{'analysis': 'The user does not express a clear stance on executive powers, focusing more on reducing government control in the education sector.', 'score': 3}","{'analysis': ""The user's focus is primarily on judicial reform and reducing government influence in education, with less emphasis on security-related issues."", 'score': 70}","{'analysis': 'The tweets do not directly address attitudes towards civil liberties during emergency situations.', 'score': 5}","{'analysis': ""The user's focus is predominantly on domestic policy issues, with little discussion of international relations."", 'score': 80}"
AmiadCohen,5,"['Advocating for free-market economics and reduced government regulation', ""Promoting Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'The Movement for Quality Government in Israel', 'Ronen Bergman']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['לכבוש את כל השטח עד הליטאני, ולהודיע שאנחנו נשארים שם עד שחיזבאללה מפורק מנשקו. בנתיים ממשיכים להפציץ, לשרוף ולהרוס את כל הכפרים ששימשו כבסיסי צבא של חיזבאללה דרומית לליטאני. ממשיכים להפציץ את בירות והבקעא. ומחכים. מאותו הרגע הזמן פועל לטובתנו.', 'התנועה לאיכות השלטון מעריצה את ראש השירות החשאי כדי שהוא ישתמש בכוחו להדיח ראש ממשלה מכהן שנבחר בבחירות דמוקרטיות רק בגלל שהוא מהמפלגה היריבה. מאד ליברלי מצידם']","['cynical', 'angry']","['Advocating for free-market economics and reduced government regulation', ""Promoting Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","The user exhibits a strong ideological stance favoring free-market economics, reduced government regulation, and a Jewish national identity for Israel, while being highly critical of perceived threats to these goals from the judicial system and left-leaning political entities.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The tweets show a clear emphasis on national security and military matters over judicial reform, with frequent references to military operations, weapons, and the need to confront Israel's enemies."", 'score': 80}","{'analysis': 'While the tweets do touch on economic issues like free markets and government regulation, the majority of the content focuses on national security and military affairs, suggesting a greater priority on security over economic policy.', 'score': 70}","{'analysis': 'The tweets express a clear disdain for government oversight, particularly from the judicial branch, and a desire to reduce its influence in favor of stronger parliamentary power and executive authority.', 'score': 8}","{'analysis': 'The tweets emphasize the collective security and national interests of Israel over individual rights and liberties, reflecting a shift towards prioritizing the perceived needs of the state over individual freedoms.', 'score': 7}","{'analysis': 'There are no explicit references to international law in the tweets, suggesting a lack of concern or emphasis on adherence to global legal norms and a focus on unilateral national interests.', 'score': -50}","{'analysis': 'The tweets indicate a strong preference for maintaining and even expanding defense spending and military capabilities, with little concern for the economic implications of such policies.', 'score': 9}","{'analysis': 'The tweets express support for increasing the power and authority of the executive branch, particularly in relation to the judicial system, suggesting a shift towards more centralized and less constrained executive control.', 'score': 4}","{'analysis': 'The tweets clearly prioritize national security and military matters over judicial reform, with the latter being viewed primarily as a means to enhance the former rather than as an end in itself.', 'score': 80}","{'analysis': 'The tweets indicate a willingness to accept or even advocate for increased restrictions on civil liberties and individual rights during perceived emergency situations, prioritizing collective security over personal freedoms.', 'score': 8}","{'analysis': 'The tweets focus predominantly on domestic Israeli politics and security concerns, with limited references to international relations or the broader regional context, suggesting a more inward-looking and nationalistic perspective.', 'score': 80}"
AmiadCohen,6,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Supporting judicial reform and parliamentary power']","['Kohelet Forum', 'Benjamin Netanyahu', 'Yair Lapid', 'Benny Gantz', 'Gabi Ashkenazi']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Amiad Cohen', 'Douglas Murray']",75,"['אֶרְדּוֹף אוֹיְבַי וְאַשִּׂיגֵם וְלֹא אָשׁוּב עַד כַּלּוֹתָם', 'גרטה: אני רוצה להודות לחמאס על הסיוע בהצלת כדור הארץ וצמצום חתימת הפחמן של יהודים. פחות יהודים, פחות פליטות פד״ח.']","['angry', 'cynical']","[""Promote Israel's Jewish identity"", 'Reduce government regulation and oversight', 'Strengthen parliamentary power over judiciary']","Strongly nationalistic, pro-free market, and supportive of reducing judicial oversight and increasing legislative power.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The tweets show a clear focus on judicial reform over security issues, with frequent references to the Kohelet Forum's role in promoting the 2023 judicial reform. Security-related terms are less common."", 'score': 70}","{'analysis': 'A majority of the posts focus on judicial reform and reducing government regulation, with fewer references to national security policy. Economic issues appear to be a higher priority than security concerns.', 'score': 75}","{'analysis': 'The tone towards government oversight is highly critical, with support for reducing judicial oversight and strengthening parliamentary power. There is a clear desire to limit checks on the legislative branch.', 'score': 8}","{'analysis': 'The emphasis is on the collective identity of Israel as a Jewish nation-state, with less concern for individual rights. Security of the Jewish collective appears to take precedence over individual liberties.', 'score': 7}","{'analysis': ""References to international law are minimal, with a clear focus on domestic policy changes. There is little apparent concern for Israel's standing in the international community."", 'score': -80}","{'analysis': 'The posts do not directly address defense spending, but the overall focus on reducing government regulation suggests a lower priority for maintaining robust defense capabilities.', 'score': 4}","{'analysis': 'The tweets express support for strengthening parliamentary power at the expense of judicial oversight, indicating a desire for the executive branch to have greater autonomy.', 'score': 3}","{'analysis': ""Judicial reform is the dominant theme, with security issues taking a backseat. The Kohelet Forum's role in designing the 2023 judicial reform is emphasized more than any security-related initiatives."", 'score': 85}","{'analysis': 'There are no explicit references to emergency powers or restrictions on civil liberties, but the overall nationalistic and anti-regulatory tone suggests a willingness to prioritize security over individual rights during crises.', 'score': 7}","{'analysis': ""The focus is almost entirely on domestic Israeli politics and policy, with little to no discussion of international relations or Israel's global standing. The tweets are inward-looking and centered on the Kohelet Forum's domestic agenda."", 'score': 95}"
AmiadCohen,7,"['Advocating for reduced judicial oversight', ""Promoting Israel's Jewish nation-state identity"", 'Opposing labor unions and supporting privatization']","['Benny Gantz', 'Yair Lapid', 'Ehud Barak', 'Kohelet Forum']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['עד שבג״ץ יגיד שאסור לירות שם כי יש מפגינים והוראות הפתיחה באש לא חוקיות', 'אתה מוזמן לחלוק ולהתווכח. אני לא רואה נזק וחושב שישראל תהיה טובה יותר אם תאמץ את העקרונות השמרניים לניהול היחסים בין הפרט לכלל במדינה.']","['cynical', 'angry']","['Reduce judicial oversight', 'Strengthen parliamentary power', ""Promote Israel's Jewish identity""]","Highly critical of the political establishment, with a strong ideological commitment to reducing government regulation and judicial oversight in favor of a more nationalist, free-market agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': ""The user frequently references security-related terms like 'Hamas', 'Hezbollah', and 'military', indicating a strong focus on national security issues. However, they also devote significant attention to judicial reform and related political topics."", 'score': 70}","{'analysis': ""Approximately 60% of the user's posts focus on national security and military matters, with the remaining 40% addressing economic and judicial reform issues."", 'score': 60}","{'analysis': 'The user expresses growing skepticism and hostility towards government oversight, particularly from the judiciary. They advocate for reduced checks on executive and parliamentary power.', 'score': 8}","{'analysis': 'The user prioritizes collective security and national interests over individual rights and civil liberties, especially in the context of the Israeli-Palestinian conflict.', 'score': 7}","{'analysis': ""The user rarely references international law, and when they do, it is often to dismiss or downplay its relevance to Israel's security concerns."", 'score': -60}","{'analysis': ""The user strongly supports increased defense spending and military capabilities, viewing it as essential to Israel's security in the face of regional threats."", 'score': 9}","{'analysis': ""The user appears to favor expanding the executive branch's emergency powers, particularly in the context of national security, with less oversight from the judiciary and legislature."", 'score': 3}","{'analysis': ""The user's primary focus is on judicial reform, but they view it as intrinsically linked to and supportive of Israel's national security interests."", 'score': 80}","{'analysis': 'The user is willing to accept significant restrictions on civil liberties and individual rights during perceived security emergencies, prioritizing collective security over personal freedoms.', 'score': 8}","{'analysis': ""The user's posts concentrate heavily on domestic Israeli political and security issues, with relatively little attention paid to international relations or foreign policy concerns."", 'score': 80}"
AmiadCohen,8,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Journalists in Israel', 'Leftist politicians', 'Judicial oversight']","['Mark Levin', 'Kohelet Forum', 'Judicial reform']",75,"['למה צריך להגיש נגדם כתבי אישום? הם תחת חוק הלב״חים ולא הדין הפלילי. צריך לצבוע את המפתח לכלוב שלהם בכחול ולזרוק לים', 'כולככככככם שומרי סף (רק החברים של יניב רוזנאי ותומכי היוריסטיקראטיה)']","['cynical', 'angry']","[""Promote Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and strengthen parliamentary power']","Strongly ideological, distrustful of mainstream media and political opposition, supportive of nationalist and free-market policies","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The user frequently references security-related topics, particularly regarding Hamas and the regional geopolitical situation, in addition to advocating for judicial reform.', 'score': 70}","{'analysis': ""A significant portion of the user's posts focus on national security issues, with fewer posts dedicated to economic policy recommendations."", 'score': 60}","{'analysis': 'The user expresses a clear disdain for government oversight and judicial review, advocating for reduced checks on executive and parliamentary power.', 'score': 8}","{'analysis': 'The user prioritizes collective security and national interests over individual rights and civil liberties, particularly in the context of the Israeli-Palestinian conflict.', 'score': 7}","{'analysis': 'The user is highly critical of international law and norms, viewing them as political tools rather than objective legal frameworks.', 'score': -80}","{'analysis': 'The user argues for maintaining or increasing defense spending to address perceived security threats, even at the expense of economic considerations.', 'score': 8}","{'analysis': 'The user supports expanding executive powers and reducing checks on the government, particularly in the context of national security.', 'score': 4}","{'analysis': 'The user places a significantly higher priority on judicial reform than on security-related issues, viewing the former as a key strategic goal.', 'score': 80}","{'analysis': 'The user appears willing to accept greater restrictions on civil liberties and individual rights during emergency situations, prioritizing collective security.', 'score': 7}","{'analysis': ""The user's focus is primarily on domestic Israeli politics and policies, with less emphasis on international relations and global affairs."", 'score': 70}"
AmiadCohen,9,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Yinon Rosen', 'Aharon Barak']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['תומך שלטון המיעוט היוריסטיקרטי מנסה להגדיר מי יכול להחליט לצאת למלחמה . אז בדמוקרטיה, כמו שאנשים ליברלים מגדירים, יש רק סוג אחד של אנשים שיכול להחליט לצאת למלחמה - נבחרי ציבור. הבעיה שרהב לא אוהב את שמחה, ואת הציבור ששמחה מייצג, אז כאנטי דמוקרט מצוי, הוא מבטל את הלגיטימיות של נציגי ציבור שהוא לא מסכים איתם. בושה וחרפה', 'מעבר לתוכן המכוער, לא מביך אותך הסגנון? אתה לא מרגיש מובך להתבטא פומבית בצורה כזאת בהמית? פשוט עצוב']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Strongly ideological, with a focus on free-market economics, reduced government regulation, and promoting Israel's Jewish identity, while being highly critical of the judiciary and supportive of increased parliamentary power.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,"{'analysis': 'The tweets show a higher frequency of terms related to judicial reform compared to security-related terms.', 'score': 70}","{'analysis': 'The majority of the policy posts focus on economic and judicial issues, with less emphasis on national security.', 'score': 30}","{'analysis': 'The tweets express a negative tone towards government oversight, advocating for reduced judicial oversight and stronger parliamentary power.', 'score': 8}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights, with a focus on reducing judicial oversight.', 'score': 7}","{'analysis': 'There are no significant references to international law in the tweets, suggesting a focus on domestic policy over international considerations.', 'score': -80}","{'analysis': 'The tweets do not address defense spending priorities, indicating a lack of focus on national security issues.', 'score': 2}","{'analysis': 'The tweets express support for reduced judicial oversight and stronger parliamentary power, which could imply a shift towards increased executive powers during emergencies.', 'score': 3}","{'analysis': 'The tweets prioritize judicial reform over security-related issues, with a strong emphasis on reducing judicial oversight.', 'score': 80}","{'analysis': 'The tweets do not directly address civil liberties during emergency situations, but the overall focus on reducing judicial oversight suggests a potential willingness to restrict civil liberties in the name of national security.', 'score': 6}","{'analysis': 'The tweets primarily focus on domestic policy issues, such as judicial reform and economic policy, with little to no discussion of international relations.', 'score': -90}"
